symbol,date,chg_9am_pct,config,entry_time_ET,entry_px,exit_time_ET,exit_px,exit_reason,pnl_pct,pnl_usd,mfe_pct,mae_pct,hold_sec,spread,short_seg_bars
AZI,2026-06-25,57.0,+3%,2026-06-25 13:58:07,1.95,14:10:34,1.91,ATR_FLIP,-2.051,-0.4,2.559,-2.051,746,0.01,21
AZI,2026-06-25,57.0,flip_only,2026-06-25 13:58:07,1.95,14:10:34,1.91,ATR_FLIP,-2.051,-0.4,2.559,-2.051,746,0.01,21
KUST,2026-06-25,57.7,+2%,2026-06-25 14:01:06,1.6,14:33:09,1.54,ATR_FLIP,-3.75,-0.6,1.25,-4.375,1923,0.01,44
KUST,2026-06-25,57.7,+3%,2026-06-25 14:01:06,1.6,14:33:09,1.54,ATR_FLIP,-3.75,-0.6,1.25,-4.375,1923,0.01,44
KUST,2026-06-25,57.7,flip_only,2026-06-25 14:01:06,1.6,14:33:09,1.54,ATR_FLIP,-3.75,-0.6,1.25,-4.375,1923,0.01,44
MIMI,2026-06-25,60.9,+2%,2026-06-25 14:15:35,3.38,14:29:57,3.4476,TARGET,2.0,0.676,4.734,-0.74,861,0.03,62
MIMI,2026-06-25,60.9,+3%,2026-06-25 14:15:35,3.38,14:30:46,3.4814,TARGET,3.0,1.014,4.734,-0.74,910,0.03,62
MIMI,2026-06-25,60.9,flip_only,2026-06-25 14:15:35,3.38,14:49:20,3.41,ATR_FLIP,0.888,0.3,4.734,-0.74,2024,0.03,62
AZI,2026-06-25,57.0,+2%,2026-06-25 14:31:54,1.98,14:39:12,2.0196,TARGET,2.0,0.396,9.086,-1.01,437,0.01,21
AZI,2026-06-25,57.0,+3%,2026-06-25 14:31:54,1.98,14:39:12,2.0394,TARGET,3.0,0.594,9.086,-1.01,437,0.01,21
AZI,2026-06-25,57.0,flip_only,2026-06-25 14:31:54,1.98,15:04:09,1.97,ATR_FLIP,-0.505,-0.1,9.086,-1.01,1935,0.01,21
IQST,2026-06-25,41.7,+2%,2026-06-25 14:53:01,1.55,15:18:31,1.581,TARGET,2.0,0.31,3.871,-1.935,1530,-0.01,26
IQST,2026-06-25,41.7,+3%,2026-06-25 14:53:01,1.55,15:25:27,1.5965,TARGET,3.0,0.465,3.871,-1.935,1945,-0.01,26
IQST,2026-06-25,41.7,flip_only,2026-06-25 14:53:01,1.55,15:35:30,1.53,ATR_FLIP,-1.29,-0.2,3.871,-1.935,2549,-0.01,26
KUST,2026-06-25,57.7,+2%,2026-06-25 15:17:19,1.5,15:30:18,1.44,ATR_FLIP,-4.0,-0.6,0.0,-4.0,778,0.01,19
KUST,2026-06-25,57.7,+3%,2026-06-25 15:17:19,1.5,15:30:18,1.44,ATR_FLIP,-4.0,-0.6,0.0,-4.0,778,0.01,19
KUST,2026-06-25,57.7,flip_only,2026-06-25 15:17:19,1.5,15:30:18,1.44,ATR_FLIP,-4.0,-0.6,0.0,-4.0,778,0.01,19
AZI,2026-06-25,57.0,+2%,2026-06-25 15:25:51,2.03,15:46:21,1.98,ATR_FLIP,-2.463,-0.5,2.463,-2.463,1229,0.01,15
AZI,2026-06-25,57.0,+3%,2026-06-25 15:25:51,2.03,15:46:21,1.98,ATR_FLIP,-2.463,-0.5,2.463,-2.463,1229,0.01,15
AZI,2026-06-25,57.0,flip_only,2026-06-25 15:25:51,2.03,15:46:21,1.98,ATR_FLIP,-2.463,-0.5,2.463,-2.463,1229,0.01,15
KUST,2026-06-25,57.7,+2%,2026-06-25 15:49:42,1.33,15:59:39,1.3566,TARGET,2.0,0.266,9.774,-2.256,597,0.01,
KUST,2026-06-25,57.7,+3%,2026-06-25 15:49:42,1.33,15:59:49,1.3699,TARGET,3.0,0.399,9.774,-2.256,606,0.01,
KUST,2026-06-25,57.7,flip_only,2026-06-25 15:49:42,1.33,16:00:00,1.42,EOD,6.767,0.9,9.774,-2.256,617,0.01,
MIMI,2026-06-25,60.9,+2%,2026-06-25 15:51:40,3.35,16:00:00,3.18,EOD,-5.075,-1.7,-0.299,-5.075,499,0.07,
MIMI,2026-06-25,60.9,+3%,2026-06-25 15:51:40,3.35,16:00:00,3.18,EOD,-5.075,-1.7,-0.299,-5.075,499,0.07,
MIMI,2026-06-25,60.9,flip_only,2026-06-25 15:51:40,3.35,16:00:00,3.18,EOD,-5.075,-1.7,-0.299,-5.075,499,0.07,
IVF,2026-06-26,48.4,+2%,2026-06-26 09:00:04,1.86,09:11:05,1.81,ATR_FLIP,-2.688,-0.5,1.613,-2.688,661,0.01,17
IVF,2026-06-26,48.4,+3%,2026-06-26 09:00:04,1.86,09:11:05,1.81,ATR_FLIP,-2.688,-0.5,1.613,-2.688,661,0.01,17
IVF,2026-06-26,48.4,flip_only,2026-06-26 09:00:04,1.86,09:11:05,1.81,ATR_FLIP,-2.688,-0.5,1.613,-2.688,661,0.01,17
IVF,2026-06-26,48.4,+2%,2026-06-26 09:28:43,1.89,09:30:21,1.9278,TARGET,2.0,0.378,2.646,-3.704,98,0.01,20
IVF,2026-06-26,48.4,+3%,2026-06-26 09:28:43,1.89,09:31:32,1.82,ATR_FLIP,-3.704,-0.7,2.646,-3.704,168,0.01,20
IVF,2026-06-26,48.4,flip_only,2026-06-26 09:28:43,1.89,09:31:32,1.82,ATR_FLIP,-3.704,-0.7,2.646,-3.704,168,0.01,20
IVF,2026-06-26,48.4,+2%,2026-06-26 09:51:03,2.09,09:51:03,2.1318,TARGET,2.0,0.418,14.833,-6.694,0,0.01,56
IVF,2026-06-26,48.4,+3%,2026-06-26 09:51:03,2.09,09:51:03,2.1527,TARGET,3.0,0.627,14.833,-6.694,0,0.01,56
IVF,2026-06-26,48.4,flip_only,2026-06-26 09:51:03,2.09,10:21:05,1.99,ATR_FLIP,-4.785,-1.0,14.833,-6.694,1802,0.01,56
SHPH,2026-06-26,38.4,+2%,2026-06-26 10:46:15,4.82,10:47:26,4.9164,TARGET,2.0,0.964,17.633,-3.527,70,0.06,27
SHPH,2026-06-26,38.4,+3%,2026-06-26 10:46:15,4.82,10:49:00,4.9646,TARGET,3.0,1.446,17.633,-3.527,164,0.06,27
SHPH,2026-06-26,38.4,flip_only,2026-06-26 10:46:15,4.82,11:15:25,4.69,ATR_FLIP,-2.697,-1.3,17.633,-3.527,1749,0.06,27
SDOT,2026-06-26,49.6,+2%,2026-06-26 11:00:08,10.99,11:00:34,11.2098,TARGET,2.0,2.198,9.19,-3.458,25,0.1,29
SDOT,2026-06-26,49.6,+3%,2026-06-26 11:00:08,10.99,11:01:23,11.3197,TARGET,3.0,3.297,9.19,-3.458,74,0.1,29
SDOT,2026-06-26,49.6,flip_only,2026-06-26 11:00:08,10.99,11:10:21,10.61,ATR_FLIP,-3.458,-3.8,9.19,-3.458,613,0.1,29
IVF,2026-06-26,48.4,+2%,2026-06-26 11:17:40,2.1,12:07:08,2.142,TARGET,2.0,0.42,4.281,-4.762,2967,0.01,18
IVF,2026-06-26,48.4,+3%,2026-06-26 11:17:40,2.1,12:07:09,2.163,TARGET,3.0,0.63,4.281,-4.762,2968,0.01,18
IVF,2026-06-26,48.4,flip_only,2026-06-26 11:17:40,2.1,12:27:31,2.03,ATR_FLIP,-3.333,-0.7,4.281,-4.762,4191,0.01,18
SDOT,2026-06-26,49.6,+2%,2026-06-26 11:39:07,11.6,11:54:28,11.832,TARGET,2.0,2.32,33.361,-7.672,920,0.07,24
SDOT,2026-06-26,49.6,+3%,2026-06-26 11:39:07,11.6,11:54:45,11.948,TARGET,3.0,3.48,33.361,-7.672,938,0.07,24
SDOT,2026-06-26,49.6,flip_only,2026-06-26 11:39:07,11.6,13:16:37,13.0,ATR_FLIP,12.069,14.0,33.361,-7.672,5850,0.07,24
SHPH,2026-06-26,38.4,+2%,2026-06-26 11:42:50,4.79,11:43:18,4.8858,TARGET,2.0,0.958,11.691,-2.296,28,0.06,97
SHPH,2026-06-26,38.4,+3%,2026-06-26 11:42:50,4.79,11:44:39,4.9337,TARGET,3.0,1.437,11.691,-2.296,108,0.06,97
SHPH,2026-06-26,38.4,flip_only,2026-06-26 11:42:50,4.79,12:31:48,4.88,ATR_FLIP,1.879,0.9,11.691,-2.296,2938,0.06,97
IVF,2026-06-26,48.4,+2%,2026-06-26 12:45:29,2.09,13:24:08,2.06,ATR_FLIP,-1.435,-0.3,2.392,-1.914,2318,0.01,18
IVF,2026-06-26,48.4,+3%,2026-06-26 12:45:29,2.09,13:24:08,2.06,ATR_FLIP,-1.435,-0.3,2.392,-1.914,2318,0.01,18
IVF,2026-06-26,48.4,flip_only,2026-06-26 12:45:29,2.09,13:24:08,2.06,ATR_FLIP,-1.435,-0.3,2.392,-1.914,2318,0.01,18
SDOT,2026-06-26,49.6,+2%,2026-06-26 13:40:32,13.65,13:41:29,13.923,TARGET,2.0,2.73,66.667,-1.758,57,0.09,5
SDOT,2026-06-26,49.6,+3%,2026-06-26 13:40:32,13.65,13:49:29,14.0595,TARGET,3.0,4.095,66.667,-1.758,537,0.09,5
SDOT,2026-06-26,49.6,flip_only,2026-06-26 13:40:32,13.65,15:47:22,18.7,ATR_FLIP,36.996,50.5,66.667,-1.758,7610,0.09,5
IVF,2026-06-26,48.4,+2%,2026-06-26 13:42:29,2.13,13:45:55,2.1726,TARGET,2.0,0.426,46.009,-3.286,205,0.01,28
IVF,2026-06-26,48.4,+3%,2026-06-26 13:42:29,2.13,14:28:51,2.1939,TARGET,3.0,0.639,46.009,-3.286,2781,0.01,28
IVF,2026-06-26,48.4,flip_only,2026-06-26 13:42:29,2.13,15:27:42,2.49,ATR_FLIP,16.901,3.6,46.009,-3.286,6312,0.01,28
SHPH,2026-06-26,38.4,+2%,2026-06-26 14:08:30,4.39,14:33:23,4.16,ATR_FLIP,-5.239,-2.3,0.0,-5.467,1493,0.1,20
SHPH,2026-06-26,38.4,+3%,2026-06-26 14:08:30,4.39,14:33:23,4.16,ATR_FLIP,-5.239,-2.3,0.0,-5.467,1493,0.1,20
SHPH,2026-06-26,38.4,flip_only,2026-06-26 14:08:30,4.39,14:33:23,4.16,ATR_FLIP,-5.239,-2.3,0.0,-5.467,1493,0.1,20
SHPH,2026-06-26,38.4,+2%,2026-06-26 14:53:05,4.2,15:17:31,4.06,ATR_FLIP,-3.333,-1.4,1.429,-3.571,1466,0.04,41
SHPH,2026-06-26,38.4,+3%,2026-06-26 14:53:05,4.2,15:17:31,4.06,ATR_FLIP,-3.333,-1.4,1.429,-3.571,1466,0.04,41
SHPH,2026-06-26,38.4,flip_only,2026-06-26 14:53:05,4.2,15:17:31,4.06,ATR_FLIP,-3.333,-1.4,1.429,-3.571,1466,0.04,41
IVF,2026-06-26,48.4,+2%,2026-06-26 15:55:41,2.66,16:00:00,2.43,EOD,-8.647,-2.3,0.0,-9.023,258,0.01,
IVF,2026-06-26,48.4,+3%,2026-06-26 15:55:41,2.66,16:00:00,2.43,EOD,-8.647,-2.3,0.0,-9.023,258,0.01,
IVF,2026-06-26,48.4,flip_only,2026-06-26 15:55:41,2.66,16:00:00,2.43,EOD,-8.647,-2.3,0.0,-9.023,258,0.01,
SHPH,2026-06-26,38.4,+2%,2026-06-26 15:59:56,4.04,16:00:00,3.97,EOD,-1.733,-0.7,0.495,-2.475,3,0.08,
SHPH,2026-06-26,38.4,+3%,2026-06-26 15:59:56,4.04,16:00:00,3.97,EOD,-1.733,-0.7,0.495,-2.475,3,0.08,
SHPH,2026-06-26,38.4,flip_only,2026-06-26 15:59:56,4.04,16:00:00,3.97,EOD,-1.733,-0.7,0.495,-2.475,3,0.08,
DCOY,2026-06-29,130.9,+2%,2026-06-29 09:17:23,12.76,09:31:23,13.0152,TARGET,2.0,2.552,6.348,-9.326,840,0.19,35
DCOY,2026-06-29,130.9,+3%,2026-06-29 09:17:23,12.76,09:31:23,13.1428,TARGET,3.0,3.828,6.348,-9.326,840,0.19,35
DCOY,2026-06-29,130.9,flip_only,2026-06-29 09:17:23,12.76,09:36:51,11.91,ATR_FLIP,-6.661,-8.5,6.348,-9.326,1167,0.19,35
DCOY,2026-06-29,130.9,+2%,2026-06-29 10:15:53,11.55,11:03:53,10.55,ATR_FLIP,-8.658,-10.0,2.338,-8.398,2879,0.1,43
DCOY,2026-06-29,130.9,+3%,2026-06-29 10:15:53,11.55,11:03:53,10.55,ATR_FLIP,-8.658,-10.0,2.338,-8.398,2879,0.1,43
DCOY,2026-06-29,130.9,flip_only,2026-06-29 10:15:53,11.55,11:03:53,10.55,ATR_FLIP,-8.658,-10.0,2.338,-8.398,2879,0.1,43
UPC,2026-06-29,315.1,+2%,2026-06-29 11:08:01,13.88,11:52:35,12.25,ATR_FLIP,-11.744,-16.3,1.729,-11.744,2673,0.18,38
UPC,2026-06-29,315.1,+3%,2026-06-29 11:08:01,13.88,11:52:35,12.25,ATR_FLIP,-11.744,-16.3,1.729,-11.744,2673,0.18,38
UPC,2026-06-29,315.1,flip_only,2026-06-29 11:08:01,13.88,11:52:35,12.25,ATR_FLIP,-11.744,-16.3,1.729,-11.744,2673,0.18,38
DCOY,2026-06-29,130.9,+2%,2026-06-29 11:46:51,10.29,12:24:29,10.4958,TARGET,2.0,2.058,5.248,-5.442,2258,0.19,7
DCOY,2026-06-29,130.9,+3%,2026-06-29 11:46:51,10.29,12:25:23,10.5987,TARGET,3.0,3.087,5.248,-5.442,2311,0.19,7
DCOY,2026-06-29,130.9,flip_only,2026-06-29 11:46:51,10.29,12:39:38,10.21,ATR_FLIP,-0.777,-0.8,5.248,-5.442,3166,0.19,7
UPC,2026-06-29,315.1,+2%,2026-06-29 12:30:52,11.62,12:31:00,11.8524,TARGET,2.0,2.324,9.122,-1.893,8,0.02,20
UPC,2026-06-29,315.1,+3%,2026-06-29 12:30:52,11.62,12:31:04,11.9686,TARGET,3.0,3.486,9.122,-1.893,12,0.02,20
UPC,2026-06-29,315.1,flip_only,2026-06-29 12:30:52,11.62,12:54:12,11.4,ATR_FLIP,-1.893,-2.2,9.122,-1.893,1400,0.02,20
DCOY,2026-06-29,130.9,+2%,2026-06-29 12:47:56,10.64,12:49:19,10.8528,TARGET,2.0,2.128,3.102,-2.35,82,0.14,13
DCOY,2026-06-29,130.9,+3%,2026-06-29 12:47:56,10.64,12:55:41,10.39,ATR_FLIP,-2.35,-2.5,3.102,-2.35,464,0.14,13
DCOY,2026-06-29,130.9,flip_only,2026-06-29 12:47:56,10.64,12:55:41,10.39,ATR_FLIP,-2.35,-2.5,3.102,-2.35,464,0.14,13
DCOY,2026-06-29,130.9,+2%,2026-06-29 13:08:30,11.0,14:03:06,10.3,ATR_FLIP,-6.364,-7.0,1.727,-6.364,3275,0.13,31
DCOY,2026-06-29,130.9,+3%,2026-06-29 13:08:30,11.0,14:03:06,10.3,ATR_FLIP,-6.364,-7.0,1.727,-6.364,3275,0.13,31
DCOY,2026-06-29,130.9,flip_only,2026-06-29 13:08:30,11.0,14:03:06,10.3,ATR_FLIP,-6.364,-7.0,1.727,-6.364,3275,0.13,31
UPC,2026-06-29,315.1,+2%,2026-06-29 13:14:51,11.65,13:26:12,11.883,TARGET,2.0,2.33,15.021,-4.206,681,0.07,26
UPC,2026-06-29,315.1,+3%,2026-06-29 13:14:51,11.65,13:27:52,11.9995,TARGET,3.0,3.495,15.021,-4.206,780,0.07,26
UPC,2026-06-29,315.1,flip_only,2026-06-29 13:14:51,11.65,15:04:48,11.79,ATR_FLIP,1.202,1.4,15.021,-4.206,6596,0.07,26
DCOY,2026-06-29,130.9,+2%,2026-06-29 14:34:33,10.42,14:43:20,10.6284,TARGET,2.0,2.084,9.405,-2.207,526,0.04,21
DCOY,2026-06-29,130.9,+3%,2026-06-29 14:34:33,10.42,14:43:20,10.7326,TARGET,3.0,3.126,9.405,-2.207,526,0.04,21
DCOY,2026-06-29,130.9,flip_only,2026-06-29 14:34:33,10.42,15:02:30,10.3,ATR_FLIP,-1.152,-1.2,9.405,-2.207,1676,0.04,21
DCOY,2026-06-29,130.9,+2%,2026-06-29 15:23:00,10.28,15:33:51,9.7,ATR_FLIP,-5.642,-5.8,2.14,-5.641,651,0.06,28
DCOY,2026-06-29,130.9,+3%,2026-06-29 15:23:00,10.28,15:33:51,9.7,ATR_FLIP,-5.642,-5.8,2.14,-5.641,651,0.06,28
DCOY,2026-06-29,130.9,flip_only,2026-06-29 15:23:00,10.28,15:33:51,9.7,ATR_FLIP,-5.642,-5.8,2.14,-5.641,651,0.06,28
UPC,2026-06-29,315.1,+2%,2026-06-29 15:30:14,12.49,15:31:19,12.7398,TARGET,2.0,2.498,8.807,-4.724,65,-0.02,4
UPC,2026-06-29,315.1,+3%,2026-06-29 15:30:14,12.49,15:31:22,12.8647,TARGET,3.0,3.747,8.807,-4.724,68,-0.02,4
UPC,2026-06-29,315.1,flip_only,2026-06-29 15:30:14,12.49,15:57:51,12.05,ATR_FLIP,-3.523,-4.4,8.807,-4.724,1657,-0.02,4
AVXX,2026-06-30,54.5,+2%,2026-06-30 09:25:00,7.93,09:29:52,7.58,ATR_FLIP,-4.414,-3.5,0.747,-4.414,292,0.08,32
AVXX,2026-06-30,54.5,+3%,2026-06-30 09:25:00,7.93,09:29:52,7.58,ATR_FLIP,-4.414,-3.5,0.747,-4.414,292,0.08,32
AVXX,2026-06-30,54.5,flip_only,2026-06-30 09:25:00,7.93,09:29:52,7.58,ATR_FLIP,-4.414,-3.5,0.747,-4.414,292,0.08,32
INTZ,2026-06-30,32.8,+2%,2026-06-30 09:28:08,0.9212,09:31:55,0.883,ATR_FLIP,-4.147,-0.382,1.824,-4.147,227,0.0118,5
INTZ,2026-06-30,32.8,+3%,2026-06-30 09:28:08,0.9212,09:31:55,0.883,ATR_FLIP,-4.147,-0.382,1.824,-4.147,227,0.0118,5
INTZ,2026-06-30,32.8,flip_only,2026-06-30 09:28:08,0.9212,09:31:55,0.883,ATR_FLIP,-4.147,-0.382,1.824,-4.147,227,0.0118,5
INTZ,2026-06-30,32.8,+2%,2026-06-30 09:36:29,0.9407,09:40:06,0.9595,TARGET,1.999,0.188,14.808,-2.604,216,0.0052,90
INTZ,2026-06-30,32.8,+3%,2026-06-30 09:36:29,0.9407,09:40:57,0.9689,TARGET,2.998,0.282,14.808,-2.604,268,0.0052,90
INTZ,2026-06-30,32.8,flip_only,2026-06-30 09:36:29,0.9407,10:40:20,0.96,ATR_FLIP,2.052,0.193,14.808,-2.604,3831,0.0052,90
AVXX,2026-06-30,54.5,+2%,2026-06-30 10:01:57,7.34,10:23:21,7.04,ATR_FLIP,-4.087,-3.0,0.545,-3.747,1284,0.04,61
AVXX,2026-06-30,54.5,+3%,2026-06-30 10:01:57,7.34,10:23:21,7.04,ATR_FLIP,-4.087,-3.0,0.545,-3.747,1284,0.04,61
AVXX,2026-06-30,54.5,flip_only,2026-06-30 10:01:57,7.34,10:23:21,7.04,ATR_FLIP,-4.087,-3.0,0.545,-3.747,1284,0.04,61
CELZ,2026-06-30,138.2,+2%,2026-06-30 11:02:52,3.73,11:05:12,3.8046,TARGET,2.0,0.746,8.043,-6.434,140,0.03,86
CELZ,2026-06-30,138.2,+3%,2026-06-30 11:02:52,3.73,11:12:07,3.8419,TARGET,3.0,1.119,8.043,-6.434,555,0.03,86
CELZ,2026-06-30,138.2,flip_only,2026-06-30 11:02:52,3.73,11:23:30,3.5,ATR_FLIP,-6.166,-2.3,8.043,-6.434,1238,0.03,86
AVXX,2026-06-30,54.5,+2%,2026-06-30 11:24:39,6.53,11:43:16,6.42,ATR_FLIP,-1.685,-1.1,1.072,-1.378,1117,0.03,12
AVXX,2026-06-30,54.5,+3%,2026-06-30 11:24:39,6.53,11:43:16,6.42,ATR_FLIP,-1.685,-1.1,1.072,-1.378,1117,0.03,12
AVXX,2026-06-30,54.5,flip_only,2026-06-30 11:24:39,6.53,11:43:16,6.42,ATR_FLIP,-1.685,-1.1,1.072,-1.378,1117,0.03,12
SVRE,2026-06-30,146.0,+2%,2026-06-30 11:43:15,3.06,11:43:43,3.1212,TARGET,2.0,0.612,4.902,-0.654,28,0.01,22
SVRE,2026-06-30,146.0,+3%,2026-06-30 11:43:15,3.06,11:45:22,3.1518,TARGET,3.0,0.918,4.902,-0.654,127,0.01,22
SVRE,2026-06-30,146.0,flip_only,2026-06-30 11:43:15,3.06,11:59:09,3.05,ATR_FLIP,-0.327,-0.1,4.902,-0.654,954,0.01,22
AVXX,2026-06-30,54.5,+2%,2026-06-30 11:55:16,6.59,12:13:01,6.49,ATR_FLIP,-1.517,-1.0,0.0,-1.517,1064,0.04,34
AVXX,2026-06-30,54.5,+3%,2026-06-30 11:55:16,6.59,12:13:01,6.49,ATR_FLIP,-1.517,-1.0,0.0,-1.517,1064,0.04,34
AVXX,2026-06-30,54.5,flip_only,2026-06-30 11:55:16,6.59,12:13:01,6.49,ATR_FLIP,-1.517,-1.0,0.0,-1.517,1064,0.04,34
INTZ,2026-06-30,32.8,+2%,2026-06-30 12:10:08,0.877,12:12:23,0.8945,TARGET,1.995,0.175,14.025,-1.517,134,0.0124,59
INTZ,2026-06-30,32.8,+3%,2026-06-30 12:10:08,0.877,12:42:49,0.9033,TARGET,2.999,0.263,14.025,-1.517,1960,0.0124,59
INTZ,2026-06-30,32.8,flip_only,2026-06-30 12:10:08,0.877,13:18:17,0.9454,ATR_FLIP,7.799,0.684,14.025,-1.517,4088,0.0124,59
SVRE,2026-06-30,146.0,+2%,2026-06-30 12:21:16,3.15,12:37:40,3.11,ATR_FLIP,-1.27,-0.4,0.635,-1.267,984,0.02,6
SVRE,2026-06-30,146.0,+3%,2026-06-30 12:21:16,3.15,12:37:40,3.11,ATR_FLIP,-1.27,-0.4,0.635,-1.267,984,0.02,6
SVRE,2026-06-30,146.0,flip_only,2026-06-30 12:21:16,3.15,12:37:40,3.11,ATR_FLIP,-1.27,-0.4,0.635,-1.267,984,0.02,6
SVRE,2026-06-30,146.0,+2%,2026-06-30 12:43:25,3.15,12:57:46,3.1,ATR_FLIP,-1.587,-0.5,0.635,-1.429,861,0.01,2
SVRE,2026-06-30,146.0,+3%,2026-06-30 12:43:25,3.15,12:57:46,3.1,ATR_FLIP,-1.587,-0.5,0.635,-1.429,861,0.01,2
SVRE,2026-06-30,146.0,flip_only,2026-06-30 12:43:25,3.15,12:57:46,3.1,ATR_FLIP,-1.587,-0.5,0.635,-1.429,861,0.01,2
CELZ,2026-06-30,138.2,+2%,2026-06-30 12:49:40,2.73,13:03:42,2.7846,TARGET,2.0,0.546,16.85,-4.396,842,0.01,117
CELZ,2026-06-30,138.2,+3%,2026-06-30 12:49:40,2.73,13:05:03,2.8119,TARGET,3.0,0.819,16.85,-4.396,922,0.01,117
CELZ,2026-06-30,138.2,flip_only,2026-06-30 12:49:40,2.73,13:33:45,2.94,ATR_FLIP,7.692,2.1,16.85,-4.396,2645,0.01,117
AVXX,2026-06-30,54.5,+2%,2026-06-30 12:49:45,6.55,13:06:57,6.681,TARGET,2.0,1.31,6.412,-0.305,1032,0.03,14
AVXX,2026-06-30,54.5,+3%,2026-06-30 12:49:45,6.55,13:14:54,6.7465,TARGET,3.0,1.965,6.412,-0.305,1509,0.03,14
AVXX,2026-06-30,54.5,flip_only,2026-06-30 12:49:45,6.55,13:34:39,6.8,ATR_FLIP,3.817,2.5,6.412,-0.305,2694,0.03,14
SVRE,2026-06-30,146.0,+2%,2026-06-30 12:59:57,3.15,13:04:56,3.07,ATR_FLIP,-2.54,-0.8,0.0,-2.537,298,0.03,94
SVRE,2026-06-30,146.0,+3%,2026-06-30 12:59:57,3.15,13:04:56,3.07,ATR_FLIP,-2.54,-0.8,0.0,-2.537,298,0.03,94
SVRE,2026-06-30,146.0,flip_only,2026-06-30 12:59:57,3.15,13:04:56,3.07,ATR_FLIP,-2.54,-0.8,0.0,-2.537,298,0.03,94
AVXX,2026-06-30,54.5,+2%,2026-06-30 13:48:48,6.77,14:12:12,6.71,ATR_FLIP,-0.886,-0.6,1.034,-1.256,1403,0.03,3
AVXX,2026-06-30,54.5,+3%,2026-06-30 13:48:48,6.77,14:12:12,6.71,ATR_FLIP,-0.886,-0.6,1.034,-1.256,1403,0.03,3
AVXX,2026-06-30,54.5,flip_only,2026-06-30 13:48:48,6.77,14:12:12,6.71,ATR_FLIP,-0.886,-0.6,1.034,-1.256,1403,0.03,3
AVXX,2026-06-30,54.5,+2%,2026-06-30 14:16:17,6.85,14:34:57,6.76,ATR_FLIP,-1.314,-0.9,0.582,-1.168,1120,0.05,1
AVXX,2026-06-30,54.5,+3%,2026-06-30 14:16:17,6.85,14:34:57,6.76,ATR_FLIP,-1.314,-0.9,0.582,-1.168,1120,0.05,1
