session_day_et,split,symbol,buy_signal_ts,entry_ts,reached_5,what_went_right_or_wrong,what_would_have_flagged_it_early
2026-09-01,holdout,SSM,2026-09-01T14:44:00+00:00,2026-09-01T14:44:00.349362+00:00,False,"Did not reach +5%; 0m price -0.24%, range -0.24% to -0.24%, vol +3.31x, hist rising, dot 3, ATR long, VWAP above; 3m price -1.71%, range -1.96% to +1.96%, vol +1.03x, hist falling, dot 0, ATR long, VWAP below; 5m price -5.62%, range -6.85% to +1.96%, vol +1.97x, hist falling, dot 0, ATR short, VWAP below; 10m price -3.67%, range -6.85% to +1.96%, vol +0.41x, hist falling, dot 3, ATR short, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-09-01,holdout,SSM,2026-09-01T15:27:00+00:00,2026-09-01T15:27:02.246693+00:00,True,"Reached +5%; 0m price -0.26%, range -0.26% to -0.26%, vol +1.56x, hist rising, dot 3, ATR long, VWAP below; 3m price +0.00%, range -1.02% to +0.77%, vol +1.64x, hist rising, dot 3, ATR long, VWAP below; 5m price -0.77%, range -1.02% to +0.77%, vol +0.21x, hist falling, dot 0, ATR long, VWAP below; 10m price -0.51%, range -1.28% to +0.77%, vol +0.37x, hist falling, dot 3, ATR long, VWAP below",no selected early failure combination present
2026-09-01,holdout,BIAF,2026-09-01T15:32:00+00:00,2026-09-01T15:32:00.033934+00:00,True,"Reached +5%; 0m price -0.61%, range -0.61% to -0.61%, vol +2.79x, hist rising, dot 3, ATR long, VWAP below; 3m price +0.76%, range -1.52% to +2.88%, vol +2.60x, hist falling, dot 2, ATR long, VWAP below; 5m price +1.06%, range -1.52% to +2.88%, vol +1.54x, hist rising, dot 3, ATR long, VWAP below; 10m price +5.91%, range -1.52% to +7.88%, vol +2.62x, hist falling, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-09-01,holdout,FLYE,2026-09-01T15:38:00+00:00,2026-09-01T15:38:00.465272+00:00,True,"Reached +5%; 0m price -0.53%, range -0.53% to -0.53%, vol +1.14x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.06%, range -2.65% to -0.53%, vol +1.16x, hist rising, dot 3, ATR long, VWAP below; 5m price -0.53%, range -2.65% to +0.00%, vol +1.47x, hist falling, dot 3, ATR long, VWAP below; 10m price -2.12%, range -2.65% to +0.00%, vol +0.49x, hist falling, dot 0, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-09-01,holdout,BIAF,2026-09-01T16:43:00+00:00,2026-09-01T16:43:00.089111+00:00,True,"Reached +5%; 0m price -0.91%, range -0.91% to -0.91%, vol +1.46x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.37%, range -1.37% to -0.46%, vol +0.58x, hist rising, dot 3, ATR long, VWAP below; 5m price -0.15%, range -2.12% to -0.15%, vol +0.78x, hist rising, dot 3, ATR long, VWAP below; 10m price -2.28%, range -2.58% to +0.61%, vol +0.30x, hist falling, dot 1, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-09-01,holdout,SSM,2026-09-01T17:38:00+00:00,2026-09-01T17:38:08.983953+00:00,False,"Did not reach +5%; 0m price -1.24%, range -1.24% to -1.24%, vol +2.29x, hist rising, dot 3, ATR long, VWAP above; 3m price -1.24%, range -1.24% to -0.50%, vol +1.14x, hist falling, dot 3, ATR long, VWAP below; 5m price -1.49%, range -1.49% to -0.50%, vol +0.07x, hist falling, dot 0, ATR long, VWAP below; 10m price -0.50%, range -1.49% to +0.00%, vol +2.32x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling
2026-09-01,holdout,RDAC,2026-09-01T17:47:00+00:00,2026-09-01T17:47:00.019615+00:00,True,"Reached +5%; 0m price -0.78%, range -0.78% to -0.78%, vol +5.14x, hist rising, dot 3, ATR long, VWAP below; 3m price +2.34%, range -1.40% to +5.30%, vol +3.86x, hist rising, dot 3, ATR long, VWAP below; 5m price +0.62%, range -1.40% to +5.30%, vol +1.31x, hist falling, dot 0, ATR long, VWAP below; 10m price +2.50%, range -1.40% to +5.30%, vol +1.20x, hist falling, dot 3, ATR long, VWAP below",no selected early failure combination present
2026-09-01,holdout,FLYE,2026-09-01T17:49:00+00:00,2026-09-01T17:49:01.716091+00:00,True,"Reached +5%; 0m price -0.49%, range -0.49% to -0.49%, vol +4.11x, hist rising, dot 3, ATR long, VWAP below; 3m price +0.49%, range -0.49% to +1.46%, vol +1.33x, hist rising, dot 3, ATR long, VWAP below; 5m price -1.46%, range -1.94% to +1.46%, vol +1.05x, hist falling, dot 0, ATR long, VWAP below; 10m price +1.46%, range -1.94% to +2.43%, vol +2.78x, hist falling, dot 3, ATR long, VWAP below",no selected early failure combination present
2026-09-01,holdout,SSM,2026-09-01T18:32:00+00:00,2026-09-01T18:32:09.909305+00:00,True,"Reached +5%; 0m price -0.50%, range -0.50% to -0.50%, vol +0.37x, hist rising, dot 3, ATR long, VWAP below; 3m price -1.76%, range -1.76% to -0.25%, vol +1.25x, hist falling, dot 2, ATR long, VWAP below; 5m price -1.01%, range -1.76% to -0.25%, vol +0.11x, hist falling, dot 2, ATR long, VWAP below; 10m price -2.02%, range -2.52% to -0.25%, vol +0.12x, hist rising, dot 3, ATR long, VWAP below",3m: volume_ratio_20 >= +1 AND macd_histogram_direction is falling; 10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-09-01,holdout,BIAF,2026-09-01T18:50:00+00:00,2026-09-01T18:50:01.023077+00:00,False,"Did not reach +5%; 0m price -4.39%, range -4.39% to -4.39%, vol +2.22x, hist rising, dot 3, ATR long, VWAP below; 3m price -3.51%, range -4.39% to -2.34%, vol +0.81x, hist falling, dot 1, ATR long, VWAP below; 5m price -2.63%, range -4.39% to -2.05%, vol +1.07x, hist falling, dot 0, ATR long, VWAP below; 10m price -1.90%, range -4.39% to -0.58%, vol +1.18x, hist rising, dot 3, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
2026-09-01,holdout,RDAC,2026-09-01T19:06:00+00:00,2026-09-01T19:06:00.703983+00:00,False,"Did not reach +5%; 0m price -3.34%, range -3.34% to -3.34%, vol +4.85x, hist rising, dot 3, ATR long, VWAP below; 3m price -2.74%, range -3.50% to -1.52%, vol +0.39x, hist falling, dot 2, ATR long, VWAP below; 5m price -4.26%, range -4.26% to -1.52%, vol +0.92x, hist falling, dot 0, ATR long, VWAP below; 10m price -2.28%, range -4.26% to +1.52%, vol +2.84x, hist falling, dot 3, ATR long, VWAP below",10m: price_vs_entry_pct <= -1 AND max_up_so_far_pct <= +4
