day,symbol,population,entry_time_et,entry_price,entry_source,stop_pct,target_at_et,target_price,stop_at_et,stop_price,atr_bar_minute_et,atr_exit_at_et,atr_exit_price,exit_rule,exit_at_et,exit_price,return_pct,recovered_after_stop,target_answerable,stop_answerable,stop_on_reopen,answer,qualification
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,-7,09:35:36,1.460000,09:31:31,1.290000,09:47:00,09:48:00,1.270000,STOP,09:31:31,1.290000,-7.194244604316546762589928060,True,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-31,RDHL,PRIMARY,09:30:53,1.39,FROZEN FROM OPERATOR-APPROVED ROW,-8,09:35:36,1.460000,09:41:51,1.250000,09:47:00,09:48:00,1.270000,+5%,09:35:36,1.460000,5.035971223021582733812949600,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,SSM,PRIMARY,09:37:41,3.87,FROZEN FROM OPERATOR-APPROVED ROW,-1,09:39:08,4.070000,09:51:50,3.830000,09:54:00,09:55:00,3.710000,+5%,09:39:08,4.070000,5.167958656330749354005168000,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,SSM,PRIMARY,09:37:41,3.87,FROZEN FROM OPERATOR-APPROVED ROW,-2,09:39:08,4.070000,09:51:50,3.780000,09:54:00,09:55:00,3.710000,+5%,09:39:08,4.070000,5.167958656330749354005168000,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,SSM,PRIMARY,09:37:41,3.87,FROZEN FROM OPERATOR-APPROVED ROW,-3,09:39:08,4.070000,09:54:17,3.750000,09:54:00,09:55:00,3.710000,+5%,09:39:08,4.070000,5.167958656330749354005168000,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,SSM,PRIMARY,09:37:41,3.87,FROZEN FROM OPERATOR-APPROVED ROW,-4,09:39:08,4.070000,09:54:31,3.710000,09:54:00,09:55:00,3.710000,+5%,09:39:08,4.070000,5.167958656330749354005168000,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,SSM,PRIMARY,09:37:41,3.87,FROZEN FROM OPERATOR-APPROVED ROW,-5,09:39:08,4.070000,-,,09:54:00,09:55:00,3.710000,+5%,09:39:08,4.070000,5.167958656330749354005168000,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,SSM,PRIMARY,09:37:41,3.87,FROZEN FROM OPERATOR-APPROVED ROW,-6,09:39:08,4.070000,-,,09:54:00,09:55:00,3.710000,+5%,09:39:08,4.070000,5.167958656330749354005168000,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,SSM,PRIMARY,09:37:41,3.87,FROZEN FROM OPERATOR-APPROVED ROW,-7,09:39:08,4.070000,-,,09:54:00,09:55:00,3.710000,+5%,09:39:08,4.070000,5.167958656330749354005168000,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-01,SSM,PRIMARY,09:37:41,3.87,FROZEN FROM OPERATOR-APPROVED ROW,-8,09:39:08,4.070000,-,,09:54:00,09:55:00,3.710000,+5%,09:39:08,4.070000,5.167958656330749354005168000,,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,VIVK,PRIMARY,09:30:29,1.11,FROZEN FROM OPERATOR-APPROVED ROW,-1,-,,09:30:48,1.090000,09:32:00,09:33:00,1.010000,STOP,09:30:48,1.090000,-1.801801801801801801801801800,,False,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,VIVK,PRIMARY,09:30:29,1.11,FROZEN FROM OPERATOR-APPROVED ROW,-2,-,,09:30:48,1.080000,09:32:00,09:33:00,1.010000,STOP,09:30:48,1.080000,-2.702702702702702702702702700,,False,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,VIVK,PRIMARY,09:30:29,1.11,FROZEN FROM OPERATOR-APPROVED ROW,-3,-,,09:31:27,1.070000,09:32:00,09:33:00,1.010000,STOP,09:31:27,1.070000,-3.603603603603603603603603600,,False,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,VIVK,PRIMARY,09:30:29,1.11,FROZEN FROM OPERATOR-APPROVED ROW,-4,-,,09:32:13,1.060000,09:32:00,09:33:00,1.010000,STOP,09:32:13,1.060000,-4.504504504504504504504504500,,False,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,VIVK,PRIMARY,09:30:29,1.11,FROZEN FROM OPERATOR-APPROVED ROW,-5,-,,09:32:13,1.050000,09:32:00,09:33:00,1.010000,STOP,09:32:13,1.050000,-5.405405405405405405405405410,,False,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,VIVK,PRIMARY,09:30:29,1.11,FROZEN FROM OPERATOR-APPROVED ROW,-6,-,,09:32:13,1.040000,09:32:00,09:33:00,1.010000,STOP,09:32:13,1.040000,-6.306306306306306306306306310,,False,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,VIVK,PRIMARY,09:30:29,1.11,FROZEN FROM OPERATOR-APPROVED ROW,-7,-,,09:32:54,1.030000,09:32:00,09:33:00,1.010000,STOP,09:32:54,1.030000,-7.207207207207207207207207210,,False,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-09-02,VIVK,PRIMARY,09:30:29,1.11,FROZEN FROM OPERATOR-APPROVED ROW,-8,-,,09:32:59,1.020000,09:32:00,09:33:00,1.010000,STOP,09:32:59,1.020000,-8.108108108108108108108108110,,False,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
2026-08-27,PPCB,PPCB_SEPARATE,09:32:00,3.780000,ASSUMED FIRST POSITIVE ASK AT/AFTER OPERATOR-SUPPLIED 09:32 ATR FLIP (09:32:00 ET),-1,09:32:38,3.970000,09:32:00,3.740000,09:49:00,09:50:01,3.310000,STOP,09:32:00,3.740000,-1.058201058201058201058201060,True,True,True,False,,SIMULATED | NO REALISED CONTROL | NOT SIZE-QUALIFIED
