checkpoint_minutes,measure,cut,threshold_value,winner_denominator,winner_on_cut_side,winner_other_side,loser_denominator,loser_on_cut_side,loser_other_side,separates
5,Lowest point so far,>= -1.02564,-1.025641025641022,39,5,34,47,8,39,False
5,Lowest point so far,<= -1.02041,-1.0204081632653015,39,35,4,47,40,7,False
5,Lowest point so far,>= -1.02041,-1.0204081632653015,39,5,34,47,7,40,False
5,Lowest point so far,<= -0.934579,-0.9345794392523317,39,35,4,47,41,6,False
5,Lowest point so far,>= -0.934579,-0.9345794392523317,39,4,35,47,7,40,False
5,Lowest point so far,<= -0.909091,-0.9090909090909207,39,35,4,47,42,5,False
5,Lowest point so far,>= -0.909091,-0.9090909090909207,39,4,35,47,6,41,False
5,Lowest point so far,<= -0.85034,-0.8503401360544132,39,36,3,47,42,5,False
5,Lowest point so far,>= -0.85034,-0.8503401360544132,39,4,35,47,5,42,False
5,Lowest point so far,<= -0.694444,-0.6944444444444571,39,36,3,47,43,4,False
5,Lowest point so far,>= -0.694444,-0.6944444444444571,39,3,36,47,5,42,False
5,Lowest point so far,<= -0.684932,-0.684931506849324,39,36,3,47,44,3,False
5,Lowest point so far,>= -0.684932,-0.684931506849324,39,3,36,47,4,43,False
5,Lowest point so far,<= -0.658979,-0.6589785831960455,39,37,2,47,44,3,False
5,Lowest point so far,>= -0.658979,-0.6589785831960455,39,3,36,47,3,44,False
5,Lowest point so far,<= -0.518135,-0.5181347150259086,39,38,1,47,44,3,False
5,Lowest point so far,>= -0.518135,-0.5181347150259086,39,2,37,47,3,44,False
5,Lowest point so far,<= -0.4329,-0.4329004329004391,39,38,1,47,45,2,False
5,Lowest point so far,>= -0.4329,-0.4329004329004391,39,1,38,47,3,44,False
5,Lowest point so far,<= -0.371747,-0.37174721189589377,39,38,1,47,46,1,False
5,Lowest point so far,>= -0.371747,-0.37174721189589377,39,1,38,47,2,45,False
5,Lowest point so far,<= -0.271003,-0.27100271002709064,39,39,0,47,46,1,False
5,Lowest point so far,>= -0.271003,-0.27100271002709064,39,1,38,47,1,46,False
5,Lowest point so far,<= -0.228833,-0.2288329519450798,39,39,0,47,47,0,False
5,Lowest point so far,>= -0.228833,-0.2288329519450798,39,0,39,47,1,46,False
5,Consecutive new-low minutes,<= +0,0.0,39,32,7,47,33,14,False
5,Consecutive new-low minutes,>= +0,0.0,39,39,0,47,47,0,False
5,Consecutive new-low minutes,<= +1,1.0,39,37,2,47,40,7,False
5,Consecutive new-low minutes,>= +1,1.0,39,7,32,47,14,33,False
5,Consecutive new-low minutes,<= +2,2.0,39,38,1,47,42,5,False
5,Consecutive new-low minutes,>= +2,2.0,39,2,37,47,7,40,False
5,Consecutive new-low minutes,<= +3,3.0,39,39,0,47,43,4,False
5,Consecutive new-low minutes,>= +3,3.0,39,1,38,47,5,42,False
5,Consecutive new-low minutes,<= +4,4.0,39,39,0,47,47,0,False
5,Consecutive new-low minutes,>= +4,4.0,39,0,39,47,4,43,False
5,Touched +2%,is True,True,39,14,25,47,12,35,False
5,Touched +2%,is False,False,39,25,14,47,35,12,False
5,Touched -3%,is True,True,39,12,27,47,19,28,False
5,Touched -3%,is False,False,39,27,12,47,28,19,False
5,Latest minute made new low,is True,True,39,7,32,47,14,33,False
5,Latest minute made new low,is False,False,39,32,7,47,33,14,False
5,Every minute made new low,is True,True,39,0,39,47,4,43,False
5,Every minute made new low,is False,False,39,39,0,47,43,4,False
5,Last bar direction,is up,up,39,15,24,47,17,30,False
5,Last bar direction,is down,down,39,20,19,47,27,20,False
5,Last bar direction,is flat,flat,39,4,35,47,3,44,False
10,Price vs entry,<= -12.605,-12.605042016806706,39,0,39,47,1,46,False
10,Price vs entry,>= -12.605,-12.605042016806706,39,39,0,47,47,0,False
10,Price vs entry,<= -12.1143,-12.114285714285714,39,0,39,47,2,45,False
10,Price vs entry,>= -12.1143,-12.114285714285714,39,39,0,47,46,1,False
10,Price vs entry,<= -10.6017,-10.601719197707737,39,0,39,47,3,44,False
10,Price vs entry,>= -10.6017,-10.601719197707737,39,39,0,47,45,2,False
10,Price vs entry,<= -9.20097,-9.200968523002416,39,0,39,47,4,43,False
10,Price vs entry,>= -9.20097,-9.200968523002416,39,39,0,47,44,3,False
10,Price vs entry,<= -8.41121,-8.411214953271013,39,0,39,47,5,42,False
10,Price vs entry,>= -8.41121,-8.411214953271013,39,39,0,47,43,4,False
10,Price vs entry,<= -7.69231,-7.692307692307693,39,0,39,47,6,41,False
10,Price vs entry,>= -7.69231,-7.692307692307693,39,39,0,47,42,5,False
10,Price vs entry,<= -6.78571,-6.785714285714278,39,0,39,47,7,40,False
10,Price vs entry,>= -6.78571,-6.785714285714278,39,39,0,47,41,6,False
10,Price vs entry,<= -6.19469,-6.194690265486713,39,0,39,47,8,39,False
10,Price vs entry,>= -6.19469,-6.194690265486713,39,39,0,47,40,7,False
10,Price vs entry,<= -5.51181,-5.511811023622045,39,0,39,47,9,38,False
10,Price vs entry,>= -5.51181,-5.511811023622045,39,39,0,47,39,8,False
10,Price vs entry,<= -5.02513,-5.0251256281406995,39,0,39,47,10,37,False
10,Price vs entry,>= -5.02513,-5.0251256281406995,39,39,0,47,38,9,False
10,Price vs entry,<= -4.90605,-4.906054279749483,39,0,39,47,11,36,False
10,Price vs entry,>= -4.90605,-4.906054279749483,39,39,0,47,37,10,False
10,Price vs entry,<= -3.89105,-3.8910505836575737,39,0,39,47,12,35,False
10,Price vs entry,>= -3.89105,-3.8910505836575737,39,39,0,47,36,11,False
10,Price vs entry,<= -3.74332,-3.7433155080213965,39,0,39,47,13,34,False
10,Price vs entry,>= -3.74332,-3.7433155080213965,39,39,0,47,35,12,False
10,Price vs entry,<= -3.66748,-3.6674816625916833,39,0,39,47,14,33,False
10,Price vs entry,>= -3.66748,-3.6674816625916833,39,39,0,47,34,13,False
10,Price vs entry,<= -3.63636,-3.6363636363636402,39,0,39,47,15,32,False
10,Price vs entry,>= -3.63636,-3.6363636363636402,39,39,0,47,33,14,False
10,Price vs entry,<= -3.27103,-3.2710280373831893,39,0,39,47,16,31,False
10,Price vs entry,>= -3.27103,-3.2710280373831893,39,39,0,47,32,15,False
10,Price vs entry,<= -3.2,-3.200000000000003,39,0,39,47,17,30,False
10,Price vs entry,>= -3.2,-3.200000000000003,39,39,0,47,31,16,False
10,Price vs entry,<= -2.97297,-2.9729729729729826,39,1,38,47,17,30,False
10,Price vs entry,>= -2.97297,-2.9729729729729826,39,39,0,47,30,17,False
10,Price vs entry,<= -2.95082,-2.9508196721311464,39,1,38,47,18,29,False
10,Price vs entry,>= -2.95082,-2.9508196721311464,39,38,1,47,30,17,False
10,Price vs entry,<= -2.72727,-2.7272727272727337,39,1,38,47,19,28,False
10,Price vs entry,>= -2.72727,-2.7272727272727337,39,38,1,47,29,18,False
10,Price vs entry,<= -2.7027,-2.702702702702709,39,1,38,47,20,27,False
10,Price vs entry,>= -2.7027,-2.702702702702709,39,38,1,47,28,19,False
10,Price vs entry,<= -2.63158,-2.6315789473684106,39,1,38,47,21,26,False
10,Price vs entry,>= -2.63158,-2.6315789473684106,39,38,1,47,27,20,False
10,Price vs entry,<= -2.38095,-2.3809523809523796,39,1,38,47,22,25,False
10,Price vs entry,>= -2.38095,-2.3809523809523796,39,38,1,47,26,21,False
10,Price vs entry,<= -2.37581,-2.375809935205183,39,1,38,47,23,24,False
10,Price vs entry,>= -2.37581,-2.375809935205183,39,38,1,47,25,22,False
10,Price vs entry,<= -2.27618,-2.2761760242792093,39,2,37,47,23,24,False
10,Price vs entry,>= -2.27618,-2.2761760242792093,39,38,1,47,24,23,False
10,Price vs entry,<= -2.2293,-2.2292993630573363,39,3,36,47,23,24,False
10,Price vs entry,>= -2.2293,-2.2292993630573363,39,37,2,47,24,23,False
10,Price vs entry,<= -2.1164,-2.1164021164020994,39,4,35,47,23,24,False
10,Price vs entry,>= -2.1164,-2.1164021164020994,39,36,3,47,24,23,False
10,Price vs entry,<= -2.01511,-2.0151133501259437,39,5,34,47,23,24,False
10,Price vs entry,>= -2.01511,-2.0151133501259437,39,35,4,47,24,23,False
10,Price vs entry,<= -1.96078,-1.9607843137254974,39,5,34,47,24,23,False
10,Price vs entry,>= -1.96078,-1.9607843137254974,39,34,5,47,24,23,False
10,Price vs entry,<= -1.90058,-1.9005847953216346,39,5,34,47,25,22,False
10,Price vs entry,>= -1.90058,-1.9005847953216346,39,34,5,47,23,24,False
10,Price vs entry,<= -1.53846,-1.5384615384615472,39,5,34,47,26,21,False
10,Price vs entry,>= -1.53846,-1.5384615384615472,39,34,5,47,22,25,False
10,Price vs entry,<= -1.50754,-1.5075376884422127,39,6,33,47,26,21,False
10,Price vs entry,>= -1.50754,-1.5075376884422127,39,34,5,47,21,26,False
10,Price vs entry,<= -1.47783,-1.4778325123152598,39,6,33,47,27,20,False
10,Price vs entry,>= -1.47783,-1.4778325123152598,39,33,6,47,21,26,False
10,Price vs entry,<= -1.35135,-1.3513513513513544,39,6,33,47,28,19,False
10,Price vs entry,>= -1.35135,-1.3513513513513544,39,33,6,47,20,27,False
10,Price vs entry,<= -1.26984,-1.2698412698412795,39,6,33,47,29,18,False
10,Price vs entry,>= -1.26984,-1.2698412698412795,39,33,6,47,19,28,False
10,Price vs entry,<= -1.23839,-1.238390092879257,39,7,32,47,29,18,False
10,Price vs entry,>= -1.23839,-1.238390092879257,39,33,6,47,18,29,False
10,Price vs entry,<= -1.20627,-1.2062726176115746,39,7,32,47,30,17,False
10,Price vs entry,>= -1.20627,-1.2062726176115746,39,32,7,47,18,29,False
10,Price vs entry,<= -1.17647,-1.17647058823529,39,7,32,47,31,16,False
10,Price vs entry,>= -1.17647,-1.17647058823529,39,32,7,47,17,30,False
10,Price vs entry,<= -1.11888,-1.11888111888112,39,8,31,47,31,16,False
10,Price vs entry,>= -1.11888,-1.11888111888112,39,32,7,47,16,31,False
10,Price vs entry,<= -1.05634,-1.0563380281690087,39,8,31,47,32,15,False
10,Price vs entry,>= -1.05634,-1.0563380281690087,39,31,8,47,16,31,False
10,Price vs entry,<= -0.97493,-0.9749303621169929,39,9,30,47,32,15,False
10,Price vs entry,>= -0.97493,-0.9749303621169929,39,31,8,47,15,32,False
10,Price vs entry,<= -0.946372,-0.9463722397476317,39,10,29,47,32,15,False
10,Price vs entry,>= -0.946372,-0.9463722397476317,39,30,9,47,15,32,False
10,Price vs entry,<= -0.925926,-0.9259259259259238,39,10,29,47,33,14,False
10,Price vs entry,>= -0.925926,-0.9259259259259238,39,29,10,47,15,32,False
10,Price vs entry,<= -0.865801,-0.865800865800864,39,10,29,47,34,13,False
10,Price vs entry,>= -0.865801,-0.865800865800864,39,29,10,47,14,33,False
10,Price vs entry,<= -0.823723,-0.823723228995064,39,11,28,47,34,13,False
10,Price vs entry,>= -0.823723,-0.823723228995064,39,29,10,47,13,34,False
10,Price vs entry,<= -0.689655,-0.6896551724137794,39,12,27,47,34,13,False
10,Price vs entry,>= -0.689655,-0.6896551724137794,39,28,11,47,13,34,False
10,Price vs entry,<= -0.510204,-0.5102040816326507,39,13,26,47,34,13,False
10,Price vs entry,>= -0.510204,-0.5102040816326507,39,27,12,47,13,34,False
10,Price vs entry,<= -0.496278,-0.4962779156327741,39,13,26,47,35,12,False
10,Price vs entry,>= -0.496278,-0.4962779156327741,39,26,13,47,13,34,False
10,Price vs entry,<= -0.457666,-0.4576659038901738,39,13,26,47,36,11,False
10,Price vs entry,>= -0.457666,-0.4576659038901738,39,26,13,47,12,35,False
10,Price vs entry,<= -0.273224,-0.2732240437158566,39,14,25,47,36,11,False
10,Price vs entry,>= -0.273224,-0.2732240437158566,39,26,13,47,11,36,False
10,Price vs entry,<= -0.118624,-0.11862396204033132,39,15,24,47,36,11,False
10,Price vs entry,>= -0.118624,-0.11862396204033132,39,25,14,47,11,36,False
10,Price vs entry,<= +0,0.0,39,20,19,47,37,10,False
10,Price vs entry,>= +0,0.0,39,24,15,47,11,36,False
10,Price vs entry,<= +0.203459,0.203458799593065,39,21,18,47,37,10,False
10,Price vs entry,>= +0.203459,0.203458799593065,39,19,20,47,10,37,False
10,Price vs entry,<= +0.334448,0.3344481605351177,39,21,18,47,38,9,False
10,Price vs entry,>= +0.334448,0.3344481605351177,39,18,21,47,10,37,False
10,Price vs entry,<= +0.371747,0.3717472118959222,39,21,18,47,39,8,False
10,Price vs entry,>= +0.371747,0.3717472118959222,39,18,21,47,9,38,False
10,Price vs entry,<= +0.415512,0.4155124653739648,39,21,18,47,40,7,False
10,Price vs entry,>= +0.415512,0.4155124653739648,39,18,21,47,8,39,False
10,Price vs entry,<= +0.42735,0.42735042735044715,39,22,17,47,40,7,False
10,Price vs entry,>= +0.42735,0.42735042735044715,39,18,21,47,7,40,False
10,Price vs entry,<= +0.518135,0.5181347150259086,39,23,16,47,40,7,False
10,Price vs entry,>= +0.518135,0.5181347150259086,39,17,22,47,7,40,False
10,Price vs entry,<= +0.745156,0.7451564828614039,39,24,15,47,40,7,False
10,Price vs entry,>= +0.745156,0.7451564828614039,39,16,23,47,7,40,False
10,Price vs entry,<= +0.877193,0.8771929824561369,39,24,15,47,41,6,False
10,Price vs entry,>= +0.877193,0.8771929824561369,39,15,24,47,7,40,False
10,Price vs entry,<= +0.934579,0.9345794392523459,39,24,15,47,42,5,False
10,Price vs entry,>= +0.934579,0.9345794392523459,39,15,24,47,6,41,False
10,Price vs entry,<= +1.09718,1.097178683385593,39,24,15,47,43,4,False
10,Price vs entry,>= +1.09718,1.097178683385593,39,15,24,47,5,42,False
10,Price vs entry,<= +1.15207,1.1520737327188897,39,24,15,47,44,3,False
10,Price vs entry,>= +1.15207,1.1520737327188897,39,15,24,47,4,43,False
10,Price vs entry,<= +1.45631,1.4563106796116472,39,25,14,47,44,3,False
10,Price vs entry,>= +1.45631,1.4563106796116472,39,15,24,47,3,44,False
10,Price vs entry,<= +1.53846,1.538461538461533,39,25,14,47,46,1,False
10,Price vs entry,>= +1.53846,1.538461538461533,39,14,25,47,3,44,False
10,Price vs entry,<= +1.87793,1.8779342723004788,39,26,13,47,46,1,False
10,Price vs entry,>= +1.87793,1.8779342723004788,39,14,25,47,1,46,False
10,Price vs entry,<= +2.02312,2.0231213872832257,39,27,12,47,46,1,False
10,Price vs entry,>= +2.02312,2.0231213872832257,39,13,26,47,1,46,False
10,Price vs entry,<= +2.05479,2.0547945205479294,39,27,12,47,47,0,False
10,Price vs entry,>= +2.05479,2.0547945205479294,39,12,27,47,1,46,False
10,Price vs entry,<= +2.46305,2.463054187192128,39,28,11,47,47,0,False
10,Price vs entry,>= +2.46305,2.463054187192128,39,12,27,47,0,47,False
10,Price vs entry,<= +2.4961,2.4960998439937754,39,29,10,47,47,0,False
10,Price vs entry,>= +2.4961,2.4960998439937754,39,11,28,47,0,47,False
10,Price vs entry,<= +2.58621,2.5862068965517295,39,30,9,47,47,0,False
10,Price vs entry,>= +2.58621,2.5862068965517295,39,10,29,47,0,47,False
10,Price vs entry,<= +3.09278,3.0927835051546566,39,31,8,47,47,0,False
10,Price vs entry,>= +3.09278,3.0927835051546566,39,9,30,47,0,47,False
10,Price vs entry,<= +4.60705,4.607046070460697,39,32,7,47,47,0,False
10,Price vs entry,>= +4.60705,4.607046070460697,39,8,31,47,0,47,False
10,Price vs entry,<= +5.19031,5.190311418685113,39,33,6,47,47,0,False
10,Price vs entry,>= +5.19031,5.190311418685113,39,7,32,47,0,47,False
10,Price vs entry,<= +5.23952,5.239520958083844,39,34,5,47,47,0,False
10,Price vs entry,>= +5.23952,5.239520958083844,39,6,33,47,0,47,False
10,Price vs entry,<= +5.90909,5.9090909090909065,39,35,4,47,47,0,False
10,Price vs entry,>= +5.90909,5.9090909090909065,39,5,34,47,0,47,False
10,Price vs entry,<= +6.29921,6.299212598425214,39,36,3,47,47,0,False
10,Price vs entry,>= +6.29921,6.299212598425214,39,4,35,47,0,47,False
10,Price vs entry,<= +7.5,7.5,39,37,2,47,47,0,False
10,Price vs entry,>= +7.5,7.5,39,3,36,47,0,47,False
10,Price vs entry,<= +8.4453,8.445297504798475,39,38,1,47,47,0,False
10,Price vs entry,>= +8.4453,8.445297504798475,39,2,37,47,0,47,False
10,Price vs entry,<= +18.4049,18.404907975460134,39,39,0,47,47,0,False
10,Price vs entry,>= +18.4049,18.404907975460134,39,1,38,47,0,47,False
10,Highest point so far,<= -1.68224,-1.6822429906542027,39,0,39,47,1,46,False
10,Highest point so far,>= -1.68224,-1.6822429906542027,39,39,0,47,47,0,False
10,Highest point so far,<= -0.909091,-0.9090909090909207,39,0,39,47,2,45,False
10,Highest point so far,>= -0.909091,-0.9090909090909207,39,39,0,47,46,1,False
10,Highest point so far,<= -0.900901,-0.9009009009009077,39,0,39,47,3,44,False
10,Highest point so far,>= -0.900901,-0.9009009009009077,39,39,0,47,45,2,False
10,Highest point so far,<= -0.884956,-0.8849557522123632,39,0,39,47,4,43,False
10,Highest point so far,>= -0.884956,-0.8849557522123632,39,39,0,47,44,3,False
10,Highest point so far,<= -0.835073,-0.8350730688935357,39,0,39,47,5,42,False
10,Highest point so far,>= -0.835073,-0.8350730688935357,39,39,0,47,43,4,False
10,Highest point so far,<= -0.584795,-0.5847953216374293,39,0,39,47,6,41,False
10,Highest point so far,>= -0.584795,-0.5847953216374293,39,39,0,47,42,5,False
10,Highest point so far,<= -0.534759,-0.5347593582887669,39,0,39,47,7,40,False
10,Highest point so far,>= -0.534759,-0.5347593582887669,39,39,0,47,41,6,False
10,Highest point so far,<= -0.502513,-0.5025125628140756,39,1,38,47,7,40,False
10,Highest point so far,>= -0.502513,-0.5025125628140756,39,39,0,47,40,7,False
10,Highest point so far,<= -0.4329,-0.4329004329004391,39,1,38,47,8,39,False
10,Highest point so far,>= -0.4329,-0.4329004329004391,39,38,1,47,40,7,False
10,Highest point so far,<= -0.420168,-0.42016806722688216,39,1,38,47,9,38,False
10,Highest point so far,>= -0.420168,-0.42016806722688216,39,38,1,47,39,8,False
10,Highest point so far,<= -0.326797,-0.326797385620921,39,1,38,47,10,37,False
10,Highest point so far,>= -0.326797,-0.326797385620921,39,38,1,47,38,9,False
10,Highest point so far,<= -0.315457,-0.31545741324920584,39,2,37,47,10,37,False
10,Highest point so far,>= -0.315457,-0.31545741324920584,39,38,1,47,37,10,False
10,Highest point so far,<= -0.309598,-0.30959752321980716,39,3,36,47,10,37,False
10,Highest point so far,>= -0.309598,-0.30959752321980716,39,37,2,47,37,10,False
10,Highest point so far,<= -0.251889,-0.2518891687657572,39,4,35,47,10,37,False
10,Highest point so far,>= -0.251889,-0.2518891687657572,39,36,3,47,37,10,False
10,Highest point so far,<= -0.242131,-0.24213075060531253,39,4,35,47,11,36,False
10,Highest point so far,>= -0.242131,-0.24213075060531253,39,35,4,47,37,10,False
10,Highest point so far,<= -0.215983,-0.21598272138227514,39,4,35,47,12,35,False
10,Highest point so far,>= -0.215983,-0.21598272138227514,39,35,4,47,36,11,False
10,Highest point so far,<= +0,0.0,39,6,33,47,14,33,False
10,Highest point so far,>= +0,0.0,39,35,4,47,35,12,False
10,Highest point so far,<= +0.228833,0.2288329519450656,39,6,33,47,15,32,False
10,Highest point so far,>= +0.228833,0.2288329519450656,39,33,6,47,33,14,False
10,Highest point so far,<= +0.229885,0.22988505747127874,39,7,32,47,15,32,False
10,Highest point so far,>= +0.229885,0.22988505747127874,39,33,6,47,32,15,False
10,Highest point so far,<= +0.231481,0.23148148148146674,39,7,32,47,16,31,False
10,Highest point so far,>= +0.231481,0.23148148148146674,39,32,7,47,32,15,False
10,Highest point so far,<= +0.263158,0.2631578947368496,39,7,32,47,17,30,False
10,Highest point so far,>= +0.263158,0.2631578947368496,39,32,7,47,31,16,False
10,Highest point so far,<= +0.318471,0.3184713375796093,39,8,31,47,17,30,False
10,Highest point so far,>= +0.318471,0.3184713375796093,39,32,7,47,30,17,False
10,Highest point so far,<= +0.342857,0.34285714285712743,39,8,31,47,18,29,False
10,Highest point so far,>= +0.342857,0.34285714285712743,39,31,8,47,30,17,False
10,Highest point so far,<= +0.37594,0.3759398496240465,39,9,30,47,18,29,False
10,Highest point so far,>= +0.37594,0.3759398496240465,39,31,8,47,29,18,False
10,Highest point so far,<= +0.438596,0.43859649122808264,39,9,30,47,19,28,False
10,Highest point so far,>= +0.438596,0.43859649122808264,39,30,9,47,29,18,False
10,Highest point so far,<= +0.45045,0.45045045045044674,39,9,30,47,20,27,False
10,Highest point so far,>= +0.45045,0.45045045045044674,39,30,9,47,28,19,False
10,Highest point so far,<= +0.512821,0.512820512820511,39,9,30,47,21,26,False
10,Highest point so far,>= +0.512821,0.512820512820511,39,30,9,47,27,20,False
10,Highest point so far,<= +0.518135,0.5181347150259086,39,10,29,47,21,26,False
10,Highest point so far,>= +0.518135,0.5181347150259086,39,30,9,47,26,21,False
10,Highest point so far,<= +0.60698,0.6069802731411187,39,11,28,47,21,26,False
10,Highest point so far,>= +0.60698,0.6069802731411187,39,29,10,47,26,21,False
10,Highest point so far,<= +0.704225,0.7042253521126725,39,11,28,47,22,25,False
10,Highest point so far,>= +0.704225,0.7042253521126725,39,28,11,47,26,21,False
10,Highest point so far,<= +0.765306,0.7653061224489761,39,12,27,47,22,25,False
10,Highest point so far,>= +0.765306,0.7653061224489761,39,28,11,47,25,22,False
10,Highest point so far,<= +0.823723,0.823723228995064,39,13,26,47,22,25,False
10,Highest point so far,>= +0.823723,0.823723228995064,39,27,12,47,25,22,False
10,Highest point so far,<= +0.882353,0.8823529411764639,39,13,26,47,23,24,False
10,Highest point so far,>= +0.882353,0.8823529411764639,39,26,13,47,25,22,False
10,Highest point so far,<= +0.892857,0.8928571428571672,39,13,26,47,24,23,False
10,Highest point so far,>= +0.892857,0.8928571428571672,39,26,13,47,24,23,False
10,Highest point so far,<= +0.915565,0.9155645981688565,39,14,25,47,24,23,False
10,Highest point so far,>= +0.915565,0.9155645981688565,39,26,13,47,23,24,False
10,Highest point so far,<= +1.15207,1.1520737327188897,39,14,25,47,25,22,False
10,Highest point so far,>= +1.15207,1.1520737327188897,39,25,14,47,23,24,False
10,Highest point so far,<= +1.18343,1.1834319526627297,39,14,25,47,26,21,False
10,Highest point so far,>= +1.18343,1.1834319526627297,39,25,14,47,22,25,False
10,Highest point so far,<= +1.28411,1.2841091492776826,39,15,24,47,26,21,False
10,Highest point so far,>= +1.28411,1.2841091492776826,39,25,14,47,21,26,False
10,Highest point so far,<= +1.33779,1.3377926421404425,39,15,24,47,27,20,False
10,Highest point so far,>= +1.33779,1.3377926421404425,39,24,15,47,21,26,False
10,Highest point so far,<= +1.36054,1.3605442176870781,39,16,23,47,27,20,False
10,Highest point so far,>= +1.36054,1.3605442176870781,39,24,15,47,20,27,False
10,Highest point so far,<= +1.41066,1.4106583072100278,39,16,23,47,28,19,False
10,Highest point so far,>= +1.41066,1.4106583072100278,39,23,16,47,20,27,False
10,Highest point so far,<= +1.43541,1.4354066985646057,39,17,22,47,28,19,False
10,Highest point so far,>= +1.43541,1.4354066985646057,39,23,16,47,19,28,False
10,Highest point so far,<= +1.5748,1.5748031496062964,39,17,22,47,29,18,False
10,Highest point so far,>= +1.5748,1.5748031496062964,39,22,17,47,19,28,False
10,Highest point so far,<= +1.74603,1.7460317460317611,39,17,22,47,30,17,False
10,Highest point so far,>= +1.74603,1.7460317460317611,39,22,17,47,18,29,False
10,Highest point so far,<= +1.81818,1.8181818181818272,39,17,22,47,31,16,False
10,Highest point so far,>= +1.81818,1.8181818181818272,39,22,17,47,17,30,False
10,Highest point so far,<= +1.94553,1.9455252918288153,39,17,22,47,32,15,False
10,Highest point so far,>= +1.94553,1.9455252918288153,39,22,17,47,16,31,False
10,Highest point so far,<= +1.95599,1.9559902200489034,39,17,22,47,33,14,False
10,Highest point so far,>= +1.95599,1.9559902200489034,39,22,17,47,15,32,False
10,Highest point so far,<= +2.00573,2.0057306590257866,39,17,22,47,34,13,False
10,Highest point so far,>= +2.00573,2.0057306590257866,39,22,17,47,14,33,False
10,Highest point so far,<= +2.09205,2.092050209205027,39,18,21,47,34,13,False
10,Highest point so far,>= +2.09205,2.092050209205027,39,22,17,47,13,34,False
10,Highest point so far,<= +2.17129,2.1712907117008626,39,18,21,47,35,12,False
10,Highest point so far,>= +2.17129,2.1712907117008626,39,21,18,47,13,34,False
10,Highest point so far,<= +2.4,2.4000000000000057,39,18,21,47,36,11,False
10,Highest point so far,>= +2.4,2.4000000000000057,39,21,18,47,12,35,False
10,Highest point so far,<= +2.42718,2.427184466019412,39,19,20,47,36,11,False
10,Highest point so far,>= +2.42718,2.427184466019412,39,21,18,47,11,36,False
10,Highest point so far,<= +2.50696,2.506963788300837,39,20,19,47,36,11,False
10,Highest point so far,>= +2.50696,2.506963788300837,39,20,19,47,11,36,False
10,Highest point so far,<= +2.95082,2.9508196721311606,39,20,19,47,37,10,False
10,Highest point so far,>= +2.95082,2.9508196721311606,39,19,20,47,11,36,False
10,Highest point so far,<= +2.95567,2.955665024630534,39,20,19,47,38,9,False
10,Highest point so far,>= +2.95567,2.955665024630534,39,19,20,47,10,37,False
10,Highest point so far,<= +3.07692,3.076923076923066,39,20,19,47,39,8,False
10,Highest point so far,>= +3.07692,3.076923076923066,39,19,20,47,9,38,False
10,Highest point so far,<= +3.19635,3.1963470319634553,39,20,19,47,40,7,False
10,Highest point so far,>= +3.19635,3.1963470319634553,39,19,20,47,8,39,False
10,Highest point so far,<= +3.20513,3.2051282051282186,39,21,18,47,40,7,False
10,Highest point so far,>= +3.20513,3.2051282051282186,39,19,20,47,7,40,False
10,Highest point so far,<= +3.27869,3.2786885245901516,39,22,17,47,40,7,False
10,Highest point so far,>= +3.27869,3.2786885245901516,39,18,21,47,7,40,False
10,Highest point so far,<= +3.34572,3.3457249070632002,39,22,17,47,41,6,False
10,Highest point so far,>= +3.34572,3.3457249070632002,39,17,22,47,7,40,False
10,Highest point so far,<= +3.42772,3.427719821162455,39,23,16,47,41,6,False
10,Highest point so far,>= +3.42772,3.427719821162455,39,17,22,47,6,41,False
10,Highest point so far,<= +3.51759,3.517587939698501,39,23,16,47,42,5,False
10,Highest point so far,>= +3.51759,3.517587939698501,39,16,23,47,6,41,False
10,Highest point so far,<= +3.73832,3.738317757009341,39,23,16,47,43,4,False
10,Highest point so far,>= +3.73832,3.738317757009341,39,16,23,47,5,42,False
10,Highest point so far,<= +3.73961,3.739612188365655,39,23,16,47,44,3,False
10,Highest point so far,>= +3.73961,3.739612188365655,39,16,23,47,4,43,False
10,Highest point so far,<= +3.94089,3.940886699507388,39,24,15,47,44,3,False
10,Highest point so far,>= +3.94089,3.940886699507388,39,16,23,47,3,44,False
10,Highest point so far,<= +4.10256,4.102564102564088,39,24,15,47,45,2,False
10,Highest point so far,>= +4.10256,4.102564102564088,39,15,24,47,3,44,False
10,Highest point so far,<= +4.38596,4.385964912280713,39,24,15,47,46,1,False
10,Highest point so far,>= +4.38596,4.385964912280713,39,15,24,47,2,45,False
10,Highest point so far,<= +4.62633,4.62633451957295,39,25,14,47,46,1,False
10,Highest point so far,>= +4.62633,4.62633451957295,39,15,24,47,1,46,False
10,Highest point so far,<= +4.63918,4.639175257731949,39,26,13,47,46,1,False
10,Highest point so far,>= +4.63918,4.639175257731949,39,14,25,47,1,46,False
10,Highest point so far,<= +4.7619,4.761904761904773,39,26,13,47,47,0,False
10,Highest point so far,>= +4.7619,4.761904761904773,39,13,26,47,1,46,False
10,Highest point so far,<= +5.17241,5.172413793103445,39,27,12,47,47,0,False
10,Highest point so far,>= +5.17241,5.172413793103445,39,13,26,47,0,47,False
10,Highest point so far,<= +5.30421,5.304212168486728,39,28,11,47,47,0,False
10,Highest point so far,>= +5.30421,5.304212168486728,39,12,27,47,0,47,False
10,Highest point so far,<= +6.06936,6.069364161849705,39,29,10,47,47,0,False
