checkpoint_minutes,measure,cut,threshold_value,winner_denominator,winner_on_cut_side,winner_other_side,loser_denominator,loser_on_cut_side,loser_other_side,separates
3,Price vs entry,<= -18.4019,-18.401937046004832,39,0,39,47,1,46,False
3,Price vs entry,>= -18.4019,-18.401937046004832,39,39,0,47,47,0,False
3,Price vs entry,<= -8,-8.0,39,0,39,47,2,45,False
3,Price vs entry,>= -8,-8.0,39,39,0,47,46,1,False
3,Price vs entry,<= -7.54098,-7.540983606557376,39,0,39,47,3,44,False
3,Price vs entry,>= -7.54098,-7.540983606557376,39,39,0,47,45,2,False
3,Price vs entry,<= -5.3271,-5.327102803738299,39,0,39,47,4,43,False
3,Price vs entry,>= -5.3271,-5.327102803738299,39,39,0,47,44,3,False
3,Price vs entry,<= -5.01433,-5.014326647564488,39,0,39,47,5,42,False
3,Price vs entry,>= -5.01433,-5.014326647564488,39,39,0,47,43,4,False
3,Price vs entry,<= -4.72441,-4.7244094488189035,39,1,38,47,5,42,False
3,Price vs entry,>= -4.72441,-4.7244094488189035,39,39,0,47,42,5,False
3,Price vs entry,<= -4.66926,-4.6692607003890885,39,1,38,47,6,41,False
3,Price vs entry,>= -4.66926,-4.6692607003890885,39,38,1,47,42,5,False
3,Price vs entry,<= -3.78151,-3.7815126050420105,39,1,38,47,7,40,False
3,Price vs entry,>= -3.78151,-3.7815126050420105,39,38,1,47,41,6,False
3,Price vs entry,<= -3.5503,-3.550295857988175,39,1,38,47,8,39,False
3,Price vs entry,>= -3.5503,-3.550295857988175,39,38,1,47,40,7,False
3,Price vs entry,<= -3.53982,-3.539823008849538,39,1,38,47,9,38,False
3,Price vs entry,>= -3.53982,-3.539823008849538,39,38,1,47,39,8,False
3,Price vs entry,<= -3.50877,-3.5087719298245617,39,1,38,47,10,37,False
3,Price vs entry,>= -3.50877,-3.5087719298245617,39,38,1,47,38,9,False
3,Price vs entry,<= -3.25534,-3.2553407934893244,39,2,37,47,10,37,False
3,Price vs entry,>= -3.25534,-3.2553407934893244,39,38,1,47,37,10,False
3,Price vs entry,<= -3.06407,-3.064066852367688,39,3,36,47,10,37,False
3,Price vs entry,>= -3.06407,-3.064066852367688,39,37,2,47,37,10,False
3,Price vs entry,<= -2.80374,-2.803738317757009,39,3,36,47,11,36,False
3,Price vs entry,>= -2.80374,-2.803738317757009,39,36,3,47,37,10,False
3,Price vs entry,<= -2.78638,-2.7863777089783213,39,4,35,47,11,36,False
3,Price vs entry,>= -2.78638,-2.7863777089783213,39,36,3,47,36,11,False
3,Price vs entry,<= -2.7027,-2.702702702702709,39,4,35,47,12,35,False
3,Price vs entry,>= -2.7027,-2.702702702702709,39,35,4,47,36,11,False
3,Price vs entry,<= -2.54777,-2.5477707006369457,39,5,34,47,12,35,False
3,Price vs entry,>= -2.54777,-2.5477707006369457,39,35,4,47,35,12,False
3,Price vs entry,<= -2.1645,-2.1645021645021814,39,5,34,47,13,34,False
3,Price vs entry,>= -2.1645,-2.1645021645021814,39,34,5,47,35,12,False
3,Price vs entry,<= -2.11268,-2.1126760563380316,39,5,34,47,14,33,False
3,Price vs entry,>= -2.11268,-2.1126760563380316,39,34,5,47,34,13,False
3,Price vs entry,<= -2.08768,-2.087682672233811,39,5,34,47,15,32,False
3,Price vs entry,>= -2.08768,-2.087682672233811,39,34,5,47,33,14,False
3,Price vs entry,<= -2.08644,-2.0864381520119224,39,6,33,47,15,32,False
3,Price vs entry,>= -2.08644,-2.0864381520119224,39,34,5,47,32,15,False
3,Price vs entry,<= -2.05128,-2.051282051282058,39,6,33,47,16,31,False
3,Price vs entry,>= -2.05128,-2.051282051282058,39,33,6,47,32,15,False
3,Price vs entry,<= -2.02312,-2.02312138728324,39,7,32,47,16,31,False
3,Price vs entry,>= -2.02312,-2.02312138728324,39,33,6,47,31,16,False
3,Price vs entry,<= -1.84049,-1.8404907975459963,39,8,31,47,16,31,False
3,Price vs entry,>= -1.84049,-1.8404907975459963,39,32,7,47,31,16,False
3,Price vs entry,<= -1.76322,-1.763224181360215,39,9,30,47,16,31,False
3,Price vs entry,>= -1.76322,-1.763224181360215,39,31,8,47,31,16,False
3,Price vs entry,<= -1.75,-1.75,39,10,29,47,16,31,False
3,Price vs entry,>= -1.75,-1.75,39,30,9,47,31,16,False
3,Price vs entry,<= -1.72414,-1.724137931034491,39,11,28,47,16,31,False
3,Price vs entry,>= -1.72414,-1.724137931034491,39,29,10,47,31,16,False
3,Price vs entry,<= -1.71149,-1.711491442542794,39,11,28,47,17,30,False
3,Price vs entry,>= -1.71149,-1.711491442542794,39,28,11,47,31,16,False
3,Price vs entry,<= -1.67364,-1.6736401673640273,39,12,27,47,17,30,False
3,Price vs entry,>= -1.67364,-1.6736401673640273,39,28,11,47,30,17,False
3,Price vs entry,<= -1.5748,-1.5748031496062964,39,12,27,47,18,29,False
3,Price vs entry,>= -1.5748,-1.5748031496062964,39,27,12,47,30,17,False
3,Price vs entry,<= -1.50754,-1.5075376884422127,39,13,26,47,18,29,False
3,Price vs entry,>= -1.50754,-1.5075376884422127,39,27,12,47,29,18,False
3,Price vs entry,<= -1.47783,-1.4778325123152598,39,13,26,47,19,28,False
3,Price vs entry,>= -1.47783,-1.4778325123152598,39,26,13,47,29,18,False
3,Price vs entry,<= -1.47059,-1.470588235294116,39,13,26,47,20,27,False
3,Price vs entry,>= -1.47059,-1.470588235294116,39,26,13,47,28,19,False
3,Price vs entry,<= -1.41956,-1.4195583596214476,39,14,25,47,20,27,False
3,Price vs entry,>= -1.41956,-1.4195583596214476,39,26,13,47,27,20,False
3,Price vs entry,<= -1.36571,-1.3657056145675313,39,15,24,47,20,27,False
3,Price vs entry,>= -1.36571,-1.3657056145675313,39,25,14,47,27,20,False
3,Price vs entry,<= -1.35135,-1.3513513513513544,39,15,24,47,21,26,False
3,Price vs entry,>= -1.35135,-1.3513513513513544,39,24,15,47,27,20,False
3,Price vs entry,<= -1.28411,-1.2841091492776968,39,16,23,47,21,26,False
3,Price vs entry,>= -1.28411,-1.2841091492776968,39,24,15,47,26,21,False
3,Price vs entry,<= -1.25392,-1.2539184952978104,39,16,23,47,22,25,False
3,Price vs entry,>= -1.25392,-1.2539184952978104,39,23,16,47,26,21,False
3,Price vs entry,<= -1.25,-1.2499999999999858,39,16,23,47,23,24,False
3,Price vs entry,>= -1.25,-1.2499999999999858,39,23,16,47,25,22,False
3,Price vs entry,<= -1.24069,-1.2406947890818998,39,16,23,47,24,23,False
3,Price vs entry,>= -1.24069,-1.2406947890818998,39,23,16,47,24,23,False
3,Price vs entry,<= -1.11888,-1.11888111888112,39,17,22,47,24,23,False
3,Price vs entry,>= -1.11888,-1.11888111888112,39,23,16,47,23,24,False
3,Price vs entry,<= -1.07991,-1.0799136069114468,39,17,22,47,25,22,False
3,Price vs entry,>= -1.07991,-1.0799136069114468,39,22,17,47,23,24,False
3,Price vs entry,<= -1.06952,-1.069518716577548,39,17,22,47,26,21,False
3,Price vs entry,>= -1.06952,-1.069518716577548,39,22,17,47,22,25,False
3,Price vs entry,<= -1.0582,-1.0582010582010497,39,18,21,47,26,21,False
3,Price vs entry,>= -1.0582,-1.0582010582010497,39,22,17,47,21,26,False
3,Price vs entry,<= -1.02564,-1.025641025641022,39,18,21,47,27,20,False
3,Price vs entry,>= -1.02564,-1.025641025641022,39,21,18,47,21,26,False
3,Price vs entry,<= -0.980392,-0.9803921568627487,39,18,21,47,28,19,False
3,Price vs entry,>= -0.980392,-0.9803921568627487,39,21,18,47,20,27,False
3,Price vs entry,<= -0.934579,-0.9345794392523317,39,18,21,47,29,18,False
3,Price vs entry,>= -0.934579,-0.9345794392523317,39,21,18,47,19,28,False
3,Price vs entry,<= -0.909091,-0.9090909090909207,39,18,21,47,31,16,False
3,Price vs entry,>= -0.909091,-0.9090909090909207,39,21,18,47,18,29,False
3,Price vs entry,<= -0.877193,-0.8771929824561369,39,18,21,47,32,15,False
3,Price vs entry,>= -0.877193,-0.8771929824561369,39,21,18,47,16,31,False
3,Price vs entry,<= -0.691244,-0.6912442396313452,39,18,21,47,33,14,False
3,Price vs entry,>= -0.691244,-0.6912442396313452,39,21,18,47,15,32,False
3,Price vs entry,<= -0.684932,-0.684931506849324,39,18,21,47,34,13,False
3,Price vs entry,>= -0.684932,-0.684931506849324,39,21,18,47,14,33,False
3,Price vs entry,<= -0.668896,-0.6688963210702354,39,18,21,47,35,12,False
3,Price vs entry,>= -0.668896,-0.6688963210702354,39,21,18,47,13,34,False
3,Price vs entry,<= -0.658979,-0.6589785831960455,39,19,20,47,35,12,False
3,Price vs entry,>= -0.658979,-0.6589785831960455,39,21,18,47,12,35,False
3,Price vs entry,<= -0.510204,-0.510204081632665,39,20,19,47,35,12,False
3,Price vs entry,>= -0.510204,-0.510204081632665,39,20,19,47,12,35,False
3,Price vs entry,<= -0.502513,-0.5025125628140756,39,20,19,47,36,11,False
3,Price vs entry,>= -0.502513,-0.5025125628140756,39,19,20,47,12,35,False
3,Price vs entry,<= -0.45977,-0.45977011494251485,39,21,18,47,36,11,False
3,Price vs entry,>= -0.45977,-0.45977011494251485,39,19,20,47,11,36,False
3,Price vs entry,<= -0.37594,-0.3759398496240749,39,22,17,47,36,11,False
3,Price vs entry,>= -0.37594,-0.3759398496240749,39,18,21,47,11,36,False
3,Price vs entry,<= -0.263158,-0.2631578947368354,39,22,17,47,37,10,False
3,Price vs entry,>= -0.263158,-0.2631578947368354,39,17,22,47,11,36,False
3,Price vs entry,<= -0.228833,-0.2288329519450798,39,22,17,47,38,9,False
3,Price vs entry,>= -0.228833,-0.2288329519450798,39,17,22,47,10,37,False
3,Price vs entry,<= +0,0.0,39,24,15,47,40,7,False
3,Price vs entry,>= +0,0.0,39,17,22,47,9,38,False
3,Price vs entry,<= +0.42735,0.42735042735044715,39,25,14,47,40,7,False
3,Price vs entry,>= +0.42735,0.42735042735044715,39,15,24,47,7,40,False
3,Price vs entry,<= +0.4329,0.4329004329004249,39,25,14,47,41,6,False
3,Price vs entry,>= +0.4329,0.4329004329004249,39,14,25,47,7,40,False
3,Price vs entry,<= +0.438596,0.43859649122808264,39,25,14,47,42,5,False
3,Price vs entry,>= +0.438596,0.43859649122808264,39,14,25,47,6,41,False
3,Price vs entry,<= +0.478469,0.4784688995215447,39,26,13,47,42,5,False
3,Price vs entry,>= +0.478469,0.4784688995215447,39,14,25,47,5,42,False
3,Price vs entry,<= +0.485437,0.4854368932038824,39,27,12,47,42,5,False
3,Price vs entry,>= +0.485437,0.4854368932038824,39,13,26,47,5,42,False
3,Price vs entry,<= +0.512821,0.512820512820511,39,27,12,47,43,4,False
3,Price vs entry,>= +0.512821,0.512820512820511,39,12,27,47,5,42,False
3,Price vs entry,<= +0.515464,0.5154639175257785,39,28,11,47,43,4,False
3,Price vs entry,>= +0.515464,0.5154639175257785,39,12,27,47,4,43,False
3,Price vs entry,<= +0.518135,0.5181347150259086,39,29,10,47,43,4,False
3,Price vs entry,>= +0.518135,0.5181347150259086,39,11,28,47,4,43,False
3,Price vs entry,<= +0.757576,0.7575757575757791,39,30,9,47,43,4,False
3,Price vs entry,>= +0.757576,0.7575757575757791,39,10,29,47,4,43,False
3,Price vs entry,<= +0.965018,0.9650180940892596,39,30,9,47,44,3,False
3,Price vs entry,>= +0.965018,0.9650180940892596,39,9,30,47,4,43,False
3,Price vs entry,<= +1.11111,1.1111111111111143,39,30,9,47,45,2,False
3,Price vs entry,>= +1.11111,1.1111111111111143,39,9,30,47,3,44,False
3,Price vs entry,<= +1.54211,1.5421115065243214,39,31,8,47,45,2,False
3,Price vs entry,>= +1.54211,1.5421115065243214,39,9,30,47,2,45,False
3,Price vs entry,<= +1.6,1.5999999999999943,39,31,8,47,46,1,False
3,Price vs entry,>= +1.6,1.5999999999999943,39,8,31,47,2,45,False
3,Price vs entry,<= +1.90311,1.9031141868512123,39,32,7,47,46,1,False
3,Price vs entry,>= +1.90311,1.9031141868512123,39,8,31,47,1,46,False
3,Price vs entry,<= +2.18579,2.185792349726782,39,33,6,47,46,1,False
3,Price vs entry,>= +2.18579,2.185792349726782,39,7,32,47,1,46,False
3,Price vs entry,<= +2.34009,2.340093603744137,39,34,5,47,46,1,False
3,Price vs entry,>= +2.34009,2.340093603744137,39,6,33,47,1,46,False
3,Price vs entry,<= +2.35457,2.354570637119096,39,34,5,47,47,0,False
3,Price vs entry,>= +2.35457,2.354570637119096,39,5,34,47,1,46,False
3,Price vs entry,<= +2.8169,2.816901408450704,39,35,4,47,47,0,False
3,Price vs entry,>= +2.8169,2.816901408450704,39,5,34,47,0,47,False
3,Price vs entry,<= +3.37838,3.378378378378372,39,36,3,47,47,0,False
3,Price vs entry,>= +3.37838,3.378378378378372,39,4,35,47,0,47,False
3,Price vs entry,<= +3.93474,3.934740882917481,39,37,2,47,47,0,False
3,Price vs entry,>= +3.93474,3.934740882917481,39,3,36,47,0,47,False
3,Price vs entry,<= +4.04192,4.041916167664667,39,38,1,47,47,0,False
3,Price vs entry,>= +4.04192,4.041916167664667,39,2,37,47,0,47,False
3,Price vs entry,<= +5.42005,5.420054200542012,39,39,0,47,47,0,False
3,Price vs entry,>= +5.42005,5.420054200542012,39,1,38,47,0,47,False
3,Highest point so far,<= -2.33918,-2.339181286549703,39,0,39,47,1,46,False
3,Highest point so far,>= -2.33918,-2.339181286549703,39,39,0,47,47,0,False
3,Highest point so far,<= -1.68224,-1.6822429906542027,39,0,39,47,2,45,False
3,Highest point so far,>= -1.68224,-1.6822429906542027,39,39,0,47,46,1,False
3,Highest point so far,<= -0.909091,-0.9090909090909207,39,0,39,47,3,44,False
3,Highest point so far,>= -0.909091,-0.9090909090909207,39,39,0,47,45,2,False
3,Highest point so far,<= -0.900901,-0.9009009009009077,39,0,39,47,4,43,False
3,Highest point so far,>= -0.900901,-0.9009009009009077,39,39,0,47,44,3,False
3,Highest point so far,<= -0.884956,-0.8849557522123632,39,0,39,47,5,42,False
3,Highest point so far,>= -0.884956,-0.8849557522123632,39,39,0,47,43,4,False
3,Highest point so far,<= -0.835073,-0.8350730688935357,39,0,39,47,6,41,False
3,Highest point so far,>= -0.835073,-0.8350730688935357,39,39,0,47,42,5,False
3,Highest point so far,<= -0.630915,-0.6309148264984117,39,1,38,47,6,41,False
3,Highest point so far,>= -0.630915,-0.6309148264984117,39,39,0,47,41,6,False
3,Highest point so far,<= -0.591716,-0.5917159763313578,39,1,38,47,7,40,False
3,Highest point so far,>= -0.591716,-0.5917159763313578,39,38,1,47,41,6,False
3,Highest point so far,<= -0.534759,-0.5347593582887669,39,1,38,47,8,39,False
3,Highest point so far,>= -0.534759,-0.5347593582887669,39,38,1,47,40,7,False
3,Highest point so far,<= -0.529101,-0.529100529100532,39,2,37,47,8,39,False
3,Highest point so far,>= -0.529101,-0.529100529100532,39,38,1,47,39,8,False
3,Highest point so far,<= -0.502513,-0.5025125628140756,39,3,36,47,8,39,False
3,Highest point so far,>= -0.502513,-0.5025125628140756,39,37,2,47,39,8,False
3,Highest point so far,<= -0.496278,-0.4962779156327741,39,3,36,47,9,38,False
3,Highest point so far,>= -0.496278,-0.4962779156327741,39,36,3,47,39,8,False
3,Highest point so far,<= -0.460829,-0.4608294930875445,39,3,36,47,10,37,False
3,Highest point so far,>= -0.460829,-0.4608294930875445,39,36,3,47,38,9,False
3,Highest point so far,<= -0.455235,-0.455235204855839,39,4,35,47,10,37,False
3,Highest point so far,>= -0.455235,-0.455235204855839,39,36,3,47,37,10,False
3,Highest point so far,<= -0.4329,-0.4329004329004391,39,4,35,47,11,36,False
3,Highest point so far,>= -0.4329,-0.4329004329004391,39,35,4,47,37,10,False
3,Highest point so far,<= -0.420168,-0.42016806722688216,39,4,35,47,12,35,False
3,Highest point so far,>= -0.420168,-0.42016806722688216,39,35,4,47,36,11,False
3,Highest point so far,<= -0.41841,-0.41841004184101394,39,5,34,47,12,35,False
3,Highest point so far,>= -0.41841,-0.41841004184101394,39,35,4,47,35,12,False
3,Highest point so far,<= -0.326797,-0.326797385620921,39,5,34,47,13,34,False
3,Highest point so far,>= -0.326797,-0.326797385620921,39,34,5,47,35,12,False
3,Highest point so far,<= -0.309598,-0.30959752321980716,39,6,33,47,13,34,False
3,Highest point so far,>= -0.309598,-0.30959752321980716,39,34,5,47,34,13,False
3,Highest point so far,<= -0.27972,-0.27972027972028,39,7,32,47,13,34,False
3,Highest point so far,>= -0.27972,-0.27972027972028,39,33,6,47,34,13,False
3,Highest point so far,<= -0.251889,-0.2518891687657572,39,8,31,47,13,34,False
3,Highest point so far,>= -0.251889,-0.2518891687657572,39,32,7,47,34,13,False
3,Highest point so far,<= -0.242131,-0.24213075060531253,39,8,31,47,14,33,False
3,Highest point so far,>= -0.242131,-0.24213075060531253,39,31,8,47,34,13,False
3,Highest point so far,<= -0.228833,-0.2288329519450798,39,8,31,47,15,32,False
3,Highest point so far,>= -0.228833,-0.2288329519450798,39,31,8,47,33,14,False
3,Highest point so far,<= -0.215983,-0.21598272138227514,39,8,31,47,16,31,False
3,Highest point so far,>= -0.215983,-0.21598272138227514,39,31,8,47,32,15,False
3,Highest point so far,<= -0.159236,-0.15923566878981887,39,9,30,47,16,31,False
3,Highest point so far,>= -0.159236,-0.15923566878981887,39,31,8,47,31,16,False
3,Highest point so far,<= -0.149031,-0.1490312965722751,39,10,29,47,16,31,False
3,Highest point so far,>= -0.149031,-0.1490312965722751,39,30,9,47,31,16,False
3,Highest point so far,<= +0,0.0,39,12,27,47,20,27,False
3,Highest point so far,>= +0,0.0,39,29,10,47,31,16,False
3,Highest point so far,<= +0.229885,0.22988505747127874,39,13,26,47,20,27,False
3,Highest point so far,>= +0.229885,0.22988505747127874,39,27,12,47,27,20,False
3,Highest point so far,<= +0.231481,0.23148148148146674,39,13,26,47,21,26,False
3,Highest point so far,>= +0.231481,0.23148148148146674,39,26,13,47,27,20,False
3,Highest point so far,<= +0.263158,0.2631578947368496,39,13,26,47,22,25,False
3,Highest point so far,>= +0.263158,0.2631578947368496,39,26,13,47,26,21,False
3,Highest point so far,<= +0.342857,0.34285714285712743,39,13,26,47,23,24,False
3,Highest point so far,>= +0.342857,0.34285714285712743,39,26,13,47,25,22,False
3,Highest point so far,<= +0.438596,0.43859649122808264,39,13,26,47,24,23,False
3,Highest point so far,>= +0.438596,0.43859649122808264,39,26,13,47,24,23,False
3,Highest point so far,<= +0.45045,0.45045045045044674,39,13,26,47,25,22,False
3,Highest point so far,>= +0.45045,0.45045045045044674,39,26,13,47,23,24,False
3,Highest point so far,<= +0.508647,0.5086469989827265,39,14,25,47,25,22,False
3,Highest point so far,>= +0.508647,0.5086469989827265,39,26,13,47,22,25,False
3,Highest point so far,<= +0.512821,0.512820512820511,39,14,25,47,26,21,False
3,Highest point so far,>= +0.512821,0.512820512820511,39,25,14,47,22,25,False
3,Highest point so far,<= +0.518135,0.5181347150259086,39,15,24,47,26,21,False
3,Highest point so far,>= +0.518135,0.5181347150259086,39,25,14,47,21,26,False
3,Highest point so far,<= +0.765306,0.7653061224489761,39,16,23,47,26,21,False
3,Highest point so far,>= +0.765306,0.7653061224489761,39,24,15,47,21,26,False
3,Highest point so far,<= +0.787402,0.7874015748031411,39,17,22,47,26,21,False
3,Highest point so far,>= +0.787402,0.7874015748031411,39,23,16,47,21,26,False
3,Highest point so far,<= +0.823723,0.823723228995064,39,18,21,47,26,21,False
3,Highest point so far,>= +0.823723,0.823723228995064,39,22,17,47,21,26,False
3,Highest point so far,<= +0.882353,0.8823529411764639,39,18,21,47,27,20,False
3,Highest point so far,>= +0.882353,0.8823529411764639,39,21,18,47,21,26,False
3,Highest point so far,<= +0.892857,0.8928571428571672,39,18,21,47,28,19,False
3,Highest point so far,>= +0.892857,0.8928571428571672,39,21,18,47,20,27,False
3,Highest point so far,<= +1.02564,1.025641025641022,39,18,21,47,29,18,False
3,Highest point so far,>= +1.02564,1.025641025641022,39,21,18,47,19,28,False
3,Highest point so far,<= +1.03093,1.0309278350515427,39,19,20,47,29,18,False
3,Highest point so far,>= +1.03093,1.0309278350515427,39,21,18,47,18,29,False
3,Highest point so far,<= +1.15607,1.1560693641618656,39,20,19,47,29,18,False
3,Highest point so far,>= +1.15607,1.1560693641618656,39,20,19,47,18,29,False
3,Highest point so far,<= +1.25392,1.2539184952978104,39,20,19,47,30,17,False
3,Highest point so far,>= +1.25392,1.2539184952978104,39,19,20,47,18,29,False
3,Highest point so far,<= +1.28411,1.2841091492776826,39,21,18,47,30,17,False
3,Highest point so far,>= +1.28411,1.2841091492776826,39,19,20,47,17,30,False
3,Highest point so far,<= +1.33779,1.3377926421404425,39,21,18,47,31,16,False
3,Highest point so far,>= +1.33779,1.3377926421404425,39,18,21,47,17,30,False
3,Highest point so far,<= +1.36054,1.3605442176870781,39,22,17,47,31,16,False
3,Highest point so far,>= +1.36054,1.3605442176870781,39,18,21,47,16,31,False
3,Highest point so far,<= +1.39276,1.3927576601671348,39,23,16,47,31,16,False
3,Highest point so far,>= +1.39276,1.3927576601671348,39,17,22,47,16,31,False
3,Highest point so far,<= +1.42857,1.4285714285714164,39,23,16,47,32,15,False
3,Highest point so far,>= +1.42857,1.4285714285714164,39,16,23,47,16,31,False
3,Highest point so far,<= +1.43541,1.4354066985646057,39,24,15,47,32,15,False
3,Highest point so far,>= +1.43541,1.4354066985646057,39,16,23,47,15,32,False
3,Highest point so far,<= +1.45631,1.4563106796116472,39,25,14,47,32,15,False
3,Highest point so far,>= +1.45631,1.4563106796116472,39,15,24,47,15,32,False
3,Highest point so far,<= +1.53846,1.538461538461533,39,25,14,47,33,14,False
3,Highest point so far,>= +1.53846,1.538461538461533,39,14,25,47,15,32,False
3,Highest point so far,<= +1.5748,1.5748031496062964,39,25,14,47,34,13,False
3,Highest point so far,>= +1.5748,1.5748031496062964,39,14,25,47,14,33,False
3,Highest point so far,<= +1.81818,1.8181818181818272,39,25,14,47,35,12,False
3,Highest point so far,>= +1.81818,1.8181818181818272,39,14,25,47,13,34,False
3,Highest point so far,<= +1.84049,1.8404907975460247,39,26,13,47,35,12,False
3,Highest point so far,>= +1.84049,1.8404907975460247,39,14,25,47,12,35,False
3,Highest point so far,<= +1.92308,1.9230769230769198,39,27,12,47,35,12,False
3,Highest point so far,>= +1.92308,1.9230769230769198,39,13,26,47,12,35,False
3,Highest point so far,<= +1.94553,1.9455252918288153,39,27,12,47,36,11,False
3,Highest point so far,>= +1.94553,1.9455252918288153,39,12,27,47,12,35,False
3,Highest point so far,<= +1.95599,1.9559902200489034,39,27,12,47,37,10,False
3,Highest point so far,>= +1.95599,1.9559902200489034,39,12,27,47,11,36,False
3,Highest point so far,<= +1.97044,1.970443349753694,39,28,11,47,37,10,False
3,Highest point so far,>= +1.97044,1.970443349753694,39,12,27,47,10,37,False
3,Highest point so far,<= +2.00573,2.0057306590257866,39,28,11,47,38,9,False
3,Highest point so far,>= +2.00573,2.0057306590257866,39,11,28,47,10,37,False
3,Highest point so far,<= +2.17129,2.1712907117008626,39,28,11,47,39,8,False
3,Highest point so far,>= +2.17129,2.1712907117008626,39,11,28,47,9,38,False
3,Highest point so far,<= +2.24913,2.2491349480968807,39,29,10,47,39,8,False
3,Highest point so far,>= +2.24913,2.2491349480968807,39,11,28,47,8,39,False
3,Highest point so far,<= +2.4,2.4000000000000057,39,29,10,47,40,7,False
3,Highest point so far,>= +2.4,2.4000000000000057,39,10,29,47,8,39,False
3,Highest point so far,<= +2.63158,2.631578947368425,39,29,10,47,41,6,False
3,Highest point so far,>= +2.63158,2.631578947368425,39,10,29,47,7,40,False
3,Highest point so far,<= +2.73224,2.7322404371584526,39,30,9,47,41,6,False
3,Highest point so far,>= +2.73224,2.7322404371584526,39,10,29,47,6,41,False
3,Highest point so far,<= +2.87879,2.8787878787878753,39,31,8,47,41,6,False
