Day,Path,Symbol,EntryTime,EntryPrice,ExitTime,ExitPrice,Shares,ExitReason,PnL$,PnL%,CumTradePnL$
2026-06-11,P2-VWAP Breakout,EDHL,19:12,9.1883,19:13,9.5558,7,scale+4%,2.5725,4.0,2.5725
2026-06-11,P2-VWAP Breakout,EDHL,19:12,9.1883,19:13,9.4622,3,floor+2.98%,0.8217,2.981,3.3942
2026-06-11,"P3-B(touch,vol>5k)",PPBT,08:18,2.3645,08:21,2.3645,10,floor@BE,0.0,0.0,0.0
2026-06-11,"P3-B(touch,vol>5k)",PPBT,12:34,1.9881,12:41,1.965,10,tier-macd,-0.231,-1.162,-0.231
2026-06-11,"P3-B(touch,vol>5k)",CCHH,08:06,1.0388,08:07,1.0804,7,scale+4% *AMBIG,0.2912,4.005,0.2912
2026-06-11,"P3-B(touch,vol>5k)",CCHH,08:06,1.0388,08:07,1.1044,3,floor+6.32% *AMBIG,0.1968,6.315,0.488
2026-06-11,"P3-B(touch,vol>5k)",CCHH,09:58,0.8761,09:59,0.9111,7,scale+4% *AMBIG,0.245,3.995,0.245
2026-06-11,"P3-B(touch,vol>5k)",CCHH,09:58,0.8761,09:59,0.9069,3,floor+3.51% *AMBIG,0.0924,3.516,0.3374
2026-06-11,"P3-B(touch,vol>5k)",CCHH,10:31,0.8071,10:32,0.8394,7,scale+4%,0.2261,4.002,0.2261
2026-06-11,"P3-B(touch,vol>5k)",CCHH,10:31,0.8071,10:32,0.8679,3,floor+7.53%,0.1824,7.533,0.4085
2026-06-11,"P3-B(touch,vol>5k)",CCHH,11:20,0.7785,11:21,0.7668,10,hard-stop,-0.117,-1.503,-0.117
2026-06-11,"P3-B(touch,vol>5k)",CCHH,12:24,0.6437,12:25,0.6694,7,scale+4%,0.1799,3.993,0.1799
2026-06-11,"P3-B(touch,vol>5k)",CCHH,12:24,0.6437,12:25,0.6691,3,floor+3.95%,0.0762,3.946,0.2561
2026-06-11,"P3-B(touch,vol>5k)",CCHH,13:45,0.6221,13:46,0.6128,10,hard-stop,-0.093,-1.495,-0.093
2026-06-11,"P3-B(touch,vol>5k)",CCHH,14:43,0.6038,14:44,0.6038,10,floor@BE,0.0,0.0,0.0
2026-06-11,"P3-B(touch,vol>5k)",CCHH,15:06,0.6125,15:07,0.637,7,scale+4% *AMBIG,0.1715,4.0,0.1715
2026-06-11,"P3-B(touch,vol>5k)",CCHH,15:06,0.6125,15:07,0.6362,3,floor+3.87% *AMBIG,0.0711,3.869,0.2426
2026-06-11,"P3-B(touch,vol>5k)",CCHH,16:00,0.5657,16:01,0.5572,10,hard-stop,-0.085,-1.503,-0.085
2026-06-11,"P3-B(touch,vol>5k)",CCHH,17:38,0.5942,17:39,0.618,7,scale+4%,0.1666,4.005,0.1666
2026-06-11,"P3-B(touch,vol>5k)",CCHH,17:38,0.5942,17:39,0.6224,3,floor+4.74%,0.0846,4.746,0.2512
2026-06-11,"P3-B(touch,vol>5k)",CCHH,18:24,0.5985,18:25,0.5895,10,hard-stop,-0.09,-1.504,-0.09
2026-06-11,"P3-B(touch,vol>5k)",CCHH,19:02,0.601,19:03,0.592,10,hard-stop,-0.09,-1.498,-0.09
2026-06-11,"P3-B(touch,vol>5k)",GLXG,07:18,3.6552,07:19,3.6004,10,hard-stop,-0.548,-1.499,-0.548
2026-06-11,"P3-B(touch,vol>5k)",GLXG,08:52,2.9569,08:53,2.9125,10,hard-stop,-0.444,-1.502,-0.444
2026-06-11,"P3-B(touch,vol>5k)",GLXG,09:11,2.8527,09:12,2.9098,5,scale+2% *AMBIG,0.2855,2.002,0.2855
2026-06-11,"P3-B(touch,vol>5k)",GLXG,09:11,2.8527,09:12,2.867,5,floor+0.50% *AMBIG,0.0715,0.501,0.357
2026-06-11,"P3-B(touch,vol>5k)",GLXG,09:35,2.9447,09:36,3.0036,5,scale+2% *AMBIG,0.2945,2.0,0.2945
2026-06-11,"P3-B(touch,vol>5k)",GLXG,09:35,2.9447,09:36,2.9889,5,floor+1.50% *AMBIG,0.221,1.501,0.5155
2026-06-11,"P3-B(touch,vol>5k)",GLXG,11:17,2.7152,11:18,2.7695,5,scale+2% *AMBIG,0.2715,2.0,0.2715
2026-06-11,"P3-B(touch,vol>5k)",GLXG,11:17,2.7152,11:18,2.7559,5,floor+1.50% *AMBIG,0.2035,1.499,0.475
2026-06-11,"P3-B(touch,vol>5k)",GLXG,11:41,2.5597,11:42,2.5213,10,hard-stop,-0.384,-1.5,-0.384
2026-06-11,"P3-B(touch,vol>5k)",GLXG,12:53,2.311,12:54,2.2763,10,hard-stop,-0.347,-1.502,-0.347
2026-06-11,"P3-B(touch,vol>5k)",GLXG,16:02,2.2231,16:03,2.1898,10,hard-stop,-0.333,-1.498,-0.333
2026-06-11,"P3-B(touch,vol>5k)",GLXG,18:27,2.1871,18:28,2.1543,10,hard-stop,-0.328,-1.5,-0.328
2026-06-11,P2-VWAP Breakout,GLXG,09:41,3.195,09:42,3.3228,7,scale+4%,0.8946,4.0,0.8946
2026-06-11,P2-VWAP Breakout,GLXG,09:41,3.195,09:42,3.4221,3,floor+7.11%,0.6813,7.108,1.5759
2026-06-12,"P3-B(touch,vol>5k)",BYAH,07:35,2.4108,07:36,2.5072,7,scale+4%,0.6748,3.999,0.6748
2026-06-12,"P3-B(touch,vol>5k)",BYAH,07:35,2.4108,07:36,2.5338,3,floor+5.10%,0.369,5.102,1.0438
2026-06-12,"P3-B(touch,vol>5k)",BYAH,08:20,2.4182,08:21,2.5149,7,scale+4%,0.6769,3.999,0.6769
2026-06-12,"P3-B(touch,vol>5k)",BYAH,08:20,2.4182,08:21,2.5237,3,floor+4.36%,0.3165,4.363,0.9934
2026-06-12,"P3-B(touch,vol>5k)",BYAH,09:08,2.8145,09:09,2.8145,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,"P3-B(touch,vol>5k)",BYAH,10:14,2.747,10:15,2.7058,10,hard-stop,-0.412,-1.5,-0.412
2026-06-12,"P3-B(touch,vol>5k)",BYAH,11:31,2.4467,11:34,2.41,10,hard-stop,-0.367,-1.5,-0.367
2026-06-12,"P3-B(touch,vol>5k)",BYAH,13:19,1.8991,13:21,1.8706,10,hard-stop,-0.285,-1.501,-0.285
2026-06-12,"P3-B(touch,vol>5k)",BYAH,14:08,1.8198,14:09,1.8198,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,"P3-B(touch,vol>5k)",BYAH,15:00,1.9059,15:01,1.8773,10,hard-stop,-0.286,-1.501,-0.286
2026-06-12,"P3-B(touch,vol>5k)",BYAH,16:41,1.5337,16:42,1.5107,10,hard-stop,-0.23,-1.5,-0.23
2026-06-12,"P3-B(touch,vol>5k)",BYAH,18:24,1.4986,18:25,1.5286,5,scale+2% *AMBIG,0.15,2.002,0.15
2026-06-12,"P3-B(touch,vol>5k)",BYAH,18:24,1.4986,18:25,1.5211,5,floor+1.50% *AMBIG,0.1125,1.501,0.2625
2026-06-12,P1-MACD Cross,BYAH,08:20,2.5114,08:21,2.5114,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,P2-VWAP Breakout,BYAH,07:35,2.4302,07:36,2.5274,7,scale+4%,0.6804,4.0,0.6804
2026-06-12,P2-VWAP Breakout,BYAH,07:35,2.4302,07:36,2.5335,3,floor+4.25%,0.3099,4.251,0.9903
2026-06-12,P2-VWAP Breakout,BYAH,09:09,2.84,09:10,2.84,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,P2-VWAP Breakout,BYAH,09:24,2.82,09:25,2.82,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,P2-VWAP Breakout,BYAH,09:33,2.92,09:34,3.0368,7,scale+4% *AMBIG,0.8176,4.0,0.8176
2026-06-12,P2-VWAP Breakout,BYAH,09:33,2.92,09:34,3.0662,3,floor+5.01% *AMBIG,0.4386,5.007,1.2562
2026-06-12,"P3-B(touch,vol>5k)",CUPR,12:46,4.5625,12:47,4.745,7,scale+4%,1.2775,4.0,1.2775
2026-06-12,"P3-B(touch,vol>5k)",CUPR,12:46,4.5625,12:47,4.8216,3,floor+5.68%,0.7773,5.679,2.0548
2026-06-12,"P3-B(touch,vol>5k)",CUPR,13:37,4.5301,13:38,4.5301,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,"P3-B(touch,vol>5k)",CUPR,15:15,4.0402,15:16,4.0402,10,floor@BE,0.0,0.0,0.0
2026-06-12,"P3-B(touch,vol>5k)",CUPR,16:54,3.5396,16:55,3.6812,7,scale+4% *AMBIG,0.9912,4.0,0.9912
2026-06-12,"P3-B(touch,vol>5k)",CUPR,16:54,3.5396,16:55,3.8169,3,floor+7.83% *AMBIG,0.8319,7.834,1.8231
2026-06-12,"P3-B(touch,vol>5k)",UBXG,09:30,6.3506,09:31,6.6046,7,scale+4% *AMBIG,1.778,4.0,1.778
2026-06-12,"P3-B(touch,vol>5k)",UBXG,09:30,6.3506,09:31,6.8047,3,floor+7.15% *AMBIG,1.3623,7.151,3.1403
2026-06-12,"P3-B(touch,vol>5k)",UBXG,09:50,6.46,09:51,6.46,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,"P3-B(touch,vol>5k)",UBXG,11:02,8.1183,11:03,7.9965,10,hard-stop,-1.218,-1.5,-1.218
2026-06-12,"P3-B(touch,vol>5k)",UBXG,12:24,7.5322,12:25,7.8335,7,scale+4%,2.1091,4.0,2.1091
2026-06-12,"P3-B(touch,vol>5k)",UBXG,12:24,7.5322,12:25,7.837,3,floor+4.05%,0.9144,4.047,3.0235
2026-06-12,"P3-B(touch,vol>5k)",UBXG,13:22,7.8655,13:23,7.8655,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,"P3-B(touch,vol>5k)",UBXG,14:31,8.3733,14:32,8.3733,10,floor@BE,0.0,0.0,0.0
2026-06-12,"P3-B(touch,vol>5k)",UBXG,15:50,8.8125,15:51,8.9887,5,scale+2% *AMBIG,0.881,1.999,0.881
2026-06-12,"P3-B(touch,vol>5k)",UBXG,15:50,8.8125,15:51,8.9447,5,floor+1.50% *AMBIG,0.661,1.5,1.542
2026-06-12,P1-MACD Cross,UBXG,14:42,8.3,14:43,8.466,5,scale+2%,0.83,2.0,0.83
2026-06-12,P1-MACD Cross,UBXG,14:42,8.3,14:43,8.3415,5,floor+0.50%,0.2075,0.5,1.0375
2026-06-12,P1-MACD Cross,UBXG,15:50,9.11,15:51,8.9733,10,hard-stop,-1.367,-1.501,-1.367
2026-06-12,P2-VWAP Breakout,UBXG,12:27,8.15,12:28,8.0278,10,hard-stop,-1.222,-1.499,-1.222
2026-06-12,P2-VWAP Breakout,UBXG,12:30,8.3,12:31,8.1755,10,hard-stop,-1.245,-1.5,-1.245
2026-06-12,P2-VWAP Breakout,UBXG,13:24,8.77,13:25,8.9454,5,scale+2% *AMBIG,0.877,2.0,0.877
2026-06-12,P2-VWAP Breakout,UBXG,13:24,8.77,13:25,8.9015,5,floor+1.50% *AMBIG,0.6575,1.499,1.5345
2026-06-12,"P3-B(touch,vol>5k)",DSY,07:40,8.2838,07:41,8.4495,5,scale+2% *AMBIG,0.8285,2.0,0.8285
2026-06-12,"P3-B(touch,vol>5k)",DSY,07:40,8.2838,07:41,8.3252,5,floor+0.50% *AMBIG,0.207,0.5,1.0355
2026-06-12,"P3-B(touch,vol>5k)",DSY,08:25,6.9888,08:26,6.884,10,hard-stop,-1.048,-1.5,-1.048
2026-06-12,"P3-B(touch,vol>5k)",DSY,09:40,7.1012,09:41,6.9947,10,hard-stop,-1.065,-1.5,-1.065
2026-06-12,"P3-B(touch,vol>5k)",DSY,12:09,5.2083,12:11,5.1302,10,hard-stop,-0.781,-1.5,-0.781
2026-06-12,"P3-B(touch,vol>5k)",DSY,13:17,5.2701,13:21,5.191,10,hard-stop,-0.791,-1.501,-0.791
2026-06-12,"P3-B(touch,vol>5k)",DSY,13:42,5.1843,13:43,5.1065,10,hard-stop,-0.778,-1.501,-0.778
2026-06-12,"P3-B(touch,vol>5k)",CAST,12:17,1.4335,12:18,1.4622,5,scale+2%,0.1435,2.002,0.1435
2026-06-12,"P3-B(touch,vol>5k)",CAST,12:17,1.4335,12:18,1.455,5,floor+1.50%,0.1075,1.5,0.251
2026-06-12,"P3-B(touch,vol>5k)",CAST,12:52,1.8929,12:57,1.8645,10,hard-stop,-0.284,-1.5,-0.284
2026-06-12,"P3-B(touch,vol>5k)",CAST,17:32,1.3058,17:33,1.3058,10,floor@BE,0.0,0.0,0.0
2026-06-12,"P3-B(touch,vol>5k)",CAST,19:24,1.3868,19:25,1.4423,7,scale+4%,0.3885,4.002,0.3885
2026-06-12,"P3-B(touch,vol>5k)",CAST,19:24,1.3868,19:25,1.4891,3,floor+7.38%,0.3069,7.377,0.6954
2026-06-12,"P3-B(touch,vol>5k)",CAST,19:53,1.4136,19:54,1.3924,10,hard-stop,-0.212,-1.5,-0.212
2026-06-12,P1-MACD Cross,CAST,15:15,1.6599,15:16,1.6931,5,scale+2% *AMBIG,0.166,2.0,0.166
2026-06-12,P1-MACD Cross,CAST,15:15,1.6599,15:16,1.6682,5,floor+0.50% *AMBIG,0.0415,0.5,0.2075
2026-06-12,P1-MACD Cross,CAST,15:33,1.73,15:34,1.7041,10,hard-stop,-0.259,-1.497,-0.259
2026-06-12,P1-MACD Cross,CAST,15:55,1.595,15:56,1.595,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,P1-MACD Cross,CAST,19:24,1.468,19:25,1.4974,5,scale+2%,0.147,2.003,0.147
2026-06-12,P1-MACD Cross,CAST,19:24,1.468,19:25,1.4753,5,floor+0.50%,0.0365,0.497,0.1835
2026-06-12,P2-VWAP Breakout,CAST,14:58,1.52,14:59,1.52,10,floor@BE *AMBIG,0.0,0.0,0.0
2026-06-12,P2-VWAP Breakout,CAST,15:01,1.555,15:02,1.555,10,floor@BE *AMBIG,0.0,0.0,0.0
