day,symbol,opening_high,break_time_et,atr_state,atr_trail,atr_source,minute_et,price,pct_from_level,bid,ask,spread_pct,halted,qualification
2026-08-26,DAIC,6.350000,09:30:04,LONG,6.020252685497772,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:30,6.370000,0.314960629921259842519685000,6.350000,6.390000,0.6279434850863422291993720565,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:37,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:38,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:39,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:40,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:41,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:42,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:43,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:44,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:45,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:46,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:47,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
2026-08-26,VCIG,4.060000,09:30:10,LONG,3.562250219786966,DERIVED: deployed v2 ATR replay on persisted Schwab 1m bars (sources=live) through last completed bar 09:29 ET,09:48,,,,,,False,SIMULATED | NOT SIZE-QUALIFIED
